,STATE,ZIPCODE,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,city,address,lat,long,categories,name
17133,NV,89424,200.0,200.0,5528.0,190.0,4829.0,,,,,,
17134,NV,89425,190.0,190.0,9241.0,130.0,5274.0,,,,,,
17135,NV,89426,90.0,90.0,4658.0,60.0,2596.0,,,,,,
17136,NV,89427,320.0,320.0,11141.0,300.0,8651.0,,,,,,
17137,NV,89428,100.0,100.0,4660.0,60.0,2405.0,,,,,,
17138,NV,89429,2860.0,2860.0,114100.0,2220.0,80601.0,,,,,,
17139,NV,89430,240.0,240.0,16367.0,160.0,7819.0,,,,,,
17140,NV,89431,17590.0,17590.0,688455.0,15850.0,525521.0,Sparks,380 S Rock Blvd,,,brewery,Revision Brewing Co
17141,NV,89433,9120.0,9120.0,325055.0,8270.0,277046.0,,,,,,
17142,NV,89434,12970.0,12970.0,693019.0,10850.0,498828.0,,,,,,
17143,NV,89436,20120.0,20120.0,1509151.0,16790.0,1056677.0,,,,,,
17144,NV,89439,830.0,830.0,81197.0,590.0,38602.0,,,,,,
17145,NV,89440,580.0,580.0,33574.0,450.0,21345.0,,,,,,
17146,NV,89441,5930.0,5930.0,482219.0,4850.0,323058.0,,,,,,
17147,NV,89442,530.0,530.0,19082.0,470.0,15226.0,,,,,,
17148,NV,89444,1230.0,1230.0,69170.0,790.0,32822.0,,,,,,
17149,NV,89445,6230.0,6230.0,394478.0,5570.0,328771.0,,,,,,
17150,NV,89446,1050.0,1050.0,72891.0,880.0,52346.0,,,,,,
17151,NV,89447,4310.0,4310.0,181835.0,3560.0,117058.0,,,,,,
17152,NV,89448,1900.0,1900.0,436259.0,1340.0,129259.0,,,,,,
17153,NV,89449,1790.0,1790.0,202944.0,1430.0,82248.0,,,,,,
17154,NV,89450,2690.0,2690.0,713984.0,1880.0,178810.0,,,,,,
17155,NV,89451,2540.0,2540.0,1098443.0,1740.0,249079.0,Incline Village,204 E Enterprise,39.247444,-119.9535,brewery,Alibi Ale Works Brewery
17156,NV,89460,6120.0,6120.0,429641.0,4600.0,221214.0,,,,,,
17157,NV,89501,2070.0,2070.0,187637.0,1670.0,79830.0,Reno,901 S Center St,39.51643869,-119.8074868,brewery,Brasserie Saint James
17158,NV,89501,2070.0,2070.0,187637.0,1670.0,79830.0,Reno,250 Evans Avenue (e 2nd Street),39.528602,-119.8094313,brewery,Duffy's Ale House Reno
17159,NV,89501,2070.0,2070.0,187637.0,1670.0,79830.0,Reno,135 N Sierra St,,,brewery,Silver Peak Grill & Taproom
17160,NV,89501,2070.0,2070.0,187637.0,1670.0,79830.0,Reno,345 N Virginia St,,,brewery,The Brew Brothers At The Eldorado
17161,NV,89501,2070.0,2070.0,187637.0,1670.0,79830.0,Reno,200 S Virginia St,,,brewery,Battle Born Brewing Co
17162,NV,89502,21330.0,21330.0,870690.0,19040.0,653918.0,Reno,785 E 2nd St,,,brewery,IMBIB Custom Brews
17163,NV,89502,21330.0,21330.0,870690.0,19040.0,653918.0,Reno,1155 S Rock Blvd 490,,,brewery,Great Basin Brewing Co Taps
17164,NV,89503,12850.0,12850.0,613600.0,11140.0,429491.0,,,,,,
17165,NV,89506,18760.0,18760.0,868637.0,16790.0,704071.0,,,,,,
17166,NV,89508,5680.0,5680.0,333229.0,4880.0,256107.0,,,,,,
17167,NV,89509,17760.0,17760.0,1612727.0,13710.0,818200.0,,,,,,
17168,NV,89510,1620.0,1620.0,128225.0,1220.0,67700.0,,,,,,
17169,NV,89511,14330.0,14330.0,2264618.0,10920.0,1047646.0,Reno,5301 Longley Ln,39.472893,-119.76698,brewery,Stoneyhead Brewing
17170,NV,89511,14330.0,14330.0,2264618.0,10920.0,1047646.0,Reno,5301 Longley Ln 84 C,,,brewery,Stoneyhead Brewing Co.
17171,NV,89512,10840.0,10840.0,350552.0,9940.0,286055.0,Reno,604 E 4th St,,,brewery,Under The Rose Brewing Co
17172,NV,89512,10840.0,10840.0,350552.0,9940.0,286055.0,Reno,325 E 4th St,,,brewery,Depot
17173,NV,89512,10840.0,10840.0,350552.0,9940.0,286055.0,Reno,559 E 4th St,39.53163888,-119.8065936,brewery,Under the Rose Brewing Company
17174,NV,89512,10840.0,10840.0,350552.0,9940.0,286055.0,Reno,415 E 4th St,,,brewery,Lead Dog Brewing
17175,NV,89519,4750.0,4750.0,892239.0,3350.0,388717.0,,,,,,
17176,NV,89521,15580.0,15580.0,1456237.0,12790.0,960057.0,,,,,,
17177,NV,89523,16540.0,16540.0,1265255.0,13540.0,835089.0,Reno,8565 White Fir St,,,brewery,Brewers Cabinet
17178,NV,89701,11780.0,11780.0,624740.0,9620.0,405364.0,Carson City,302 N Carson St,,,brewery,Lake Tahoe Brewing Co.
17179,NV,89703,4880.0,4880.0,453723.0,3400.0,219206.0,,,,,,
17180,NV,89704,2070.0,2070.0,223362.0,1530.0,109727.0,,,,,,
17181,NV,89705,2470.0,2470.0,141272.0,1950.0,91479.0,,,,,,
17182,NV,89706,9190.0,9190.0,411908.0,7640.0,284183.0,,,,,,
17183,NV,89801,10680.0,10680.0,738521.0,9690.0,596772.0,,,,,,
17184,NV,89815,6310.0,6310.0,522311.0,5710.0,431993.0,,,,,,
17185,NV,89820,2190.0,2190.0,155184.0,1960.0,124603.0,,,,,,
17186,NV,89821,220.0,220.0,14267.0,190.0,12232.0,,,,,,
17187,NV,89822,940.0,940.0,65361.0,830.0,53901.0,,,,,,
17188,NV,89825,410.0,410.0,14201.0,400.0,12862.0,,,,,,
17189,NV,89828,230.0,230.0,22957.0,160.0,12084.0,,,,,,
17190,NV,89832,430.0,430.0,15543.0,400.0,13364.0,,,,,,
17191,NV,89835,770.0,770.0,42450.0,690.0,31860.0,,,,,,
17192,NV,89883,1930.0,1930.0,79355.0,1880.0,72290.0,,,,,,
17193,NH,3031,5920.0,5920.0,727779.0,4900.0,498089.0,,,,,,
17194,NH,3032,2910.0,2910.0,272747.0,2540.0,208030.0,,,,,,
17195,NH,3033,2520.0,2520.0,269972.0,2240.0,208730.0,,,,,,
17196,NH,3034,2190.0,2190.0,171933.0,1850.0,129715.0,Candia,Candia Nh,,,brewery,Bearded Brewers of Candia
17197,NH,3036,2610.0,2610.0,233850.0,2330.0,180710.0,,,,,,
17198,NH,3037,2320.0,2320.0,178262.0,2000.0,134897.0,,,,,,
17199,NH,3038,17900.0,17900.0,1170135.0,16110.0,966646.0,Derry,80 N High St,42.888095,-71.333209,brewery,Kelsen Brewing Co
17200,NH,3038,17900.0,17900.0,1170135.0,16110.0,966646.0,Derry,1 Madden Rd,42.889472,-71.33315,brewery,Kelsen Brewing Company
17201,NH,3038,17900.0,17900.0,1170135.0,16110.0,966646.0,Derry,2 Shepard Rd,42.8973,-71.2971,brewery,Mr Jemma Brewing Co LLC
17202,NH,3038,17900.0,17900.0,1170135.0,16110.0,966646.0,Derry,13 Wildwood Dr,,,brewery,Garage Days Revisited
17203,NH,3038,17900.0,17900.0,1170135.0,16110.0,966646.0,Derry,One Corporate Park Dr,42.886963,-71.33613000000003,brewery,Rockingham Brewing Company
17204,NH,3042,3770.0,3770.0,243767.0,3320.0,194926.0,,,,,,
17205,NH,3043,770.0,770.0,63887.0,630.0,43044.0,,,,,,
17206,NH,3044,2460.0,2460.0,167191.0,2090.0,132517.0,,,,,,
17207,NH,3045,7020.0,7020.0,504287.0,6050.0,395404.0,,,,,,
17208,NH,3046,1430.0,1430.0,132505.0,1220.0,96274.0,,,,,,
17209,NH,3047,820.0,820.0,51719.0,720.0,39841.0,,,,,,
17210,NH,3048,1710.0,1710.0,104734.0,1500.0,81716.0,,,,,,
17211,NH,3049,4150.0,4150.0,693179.0,3370.0,417570.0,Hollis,14 Main St,42.7695,-71.8126,brewery,Hyatt Brewing Co LLC
17212,NH,3051,13500.0,13500.0,996174.0,11780.0,771024.0,,,,,,
17213,NH,3052,4350.0,4350.0,362065.0,3810.0,289582.0,,,,,,
17214,NH,3053,13040.0,13040.0,1096089.0,11420.0,868318.0,Londonderry,298 Rockingham Rd,42.9148,-71.3959,brewery,Long Blue Cat Brewing Co LLC
17215,NH,3053,13040.0,13040.0,1096089.0,11420.0,868318.0,Londonderry,15 Londonderry Rd,42.8766,-71.3414,brewery,From The Barrel Brewing Co LLC
17216,NH,3054,13990.0,13990.0,1133007.0,12280.0,903344.0,Merrimack,22 Erik St,42.816868,-71.544611,brewery,Molson Coors Brewing Co
17217,NH,3054,13990.0,13990.0,1133007.0,12280.0,903344.0,Merrimack,221 Daniel Webster Hwy,42.8288,-71.4912,brewery,Anheuser-Busch Brewery Tours
17218,NH,3054,13990.0,13990.0,1133007.0,12280.0,903344.0,Merrimack,31 Columbia Cir,42.8526,-71.4933,brewery,Able Ebenezer Brewing Co LLC
17219,NH,3055,8200.0,8200.0,518417.0,7130.0,408672.0,,,,,,
17220,NH,3057,1280.0,1280.0,123539.0,1110.0,93243.0,,,,,,
17221,NH,3060,14740.0,14740.0,691656.0,13160.0,571819.0,Nashua,57 Factory St,42.7612,-71.4676,brewery,Talespinner Brewing Co
17222,NH,3062,15070.0,15070.0,1442996.0,12950.0,1077760.0,,,,,,
17223,NH,3063,8920.0,8920.0,661224.0,7720.0,507129.0,Nashua,4 Bud Way 16,42.7767,-71.5021,brewery,Agner & Wolf Brewery Corp
17224,NH,3064,7720.0,7720.0,513200.0,6750.0,386353.0,,,,,,
17225,NH,3070,2870.0,2870.0,242670.0,2490.0,186049.0,,,,,,
17226,NH,3071,2450.0,2450.0,162858.0,2130.0,121838.0,,,,,,
17227,NH,3076,7190.0,7190.0,622293.0,6240.0,486758.0,,,,,,
17228,NH,3077,5620.0,5620.0,329023.0,5030.0,271130.0,,,,,,
17229,NH,3079,16000.0,16000.0,1269986.0,13560.0,908501.0,Salem,224 N Broadway,42.78961,-71.2339,brewery,Border Brewery
17230,NH,3082,780.0,780.0,59443.0,670.0,45520.0,,,,,,
17231,NH,3084,690.0,690.0,50901.0,570.0,33935.0,,,,,,
17232,NH,3086,2120.0,2120.0,148457.0,1810.0,107567.0,,,,,,
17233,NH,3087,7220.0,7220.0,1044363.0,6120.0,746510.0,,,,,,
17234,NH,3101,1780.0,1780.0,142197.0,1650.0,92352.0,Manchester,500 North Commercial St,,,brewery,Stark Brewing Company
17235,NH,3101,1780.0,1780.0,142197.0,1650.0,92352.0,Manchester,500 N Commercial St,42.9996,-71.4676,brewery,Pts Food Enterprises LLC
17236,NH,3102,16050.0,16050.0,792333.0,14260.0,636317.0,,,,,,
17237,NH,3103,18330.0,18330.0,814697.0,16620.0,683546.0,,,,,,
17238,NH,3104,16760.0,16760.0,1120775.0,14690.0,841720.0,Manchester,1525 Hall St,43.0112,-71.4489,brewery,To Share Brewing Co LLC
17239,NH,3106,7360.0,7360.0,540662.0,6360.0,418527.0,,,,,,
17240,NH,3109,5620.0,5620.0,353276.0,4960.0,289874.0,Manchester,1050 Holt Ave,,,brewery,Great North Aleworks
17241,NH,3110,10980.0,10980.0,1697288.0,9210.0,1089998.0,,,,,,
17242,NH,3215,210.0,210.0,28334.0,150.0,15296.0,,,,,,
17243,NH,3216,1110.0,1110.0,68405.0,940.0,48872.0,,,,,,
17244,NH,3217,1150.0,1150.0,59328.0,990.0,39148.0,,,,,,
17245,NH,3218,580.0,580.0,33215.0,500.0,26321.0,,,,,,
17246,NH,3220,3570.0,3570.0,190342.0,3130.0,144439.0,,,,,,
17247,NH,3221,1100.0,1100.0,67950.0,900.0,47633.0,,,,,,
17248,NH,3222,2770.0,2770.0,155199.0,2270.0,104150.0,,,,,,
17249,NH,3223,2150.0,2150.0,127106.0,1770.0,85499.0,,,,,,
17250,NH,3224,1260.0,1260.0,100559.0,1020.0,63946.0,Canterbury,305 Baptist Hill Rd,43.386004,-71.51456800000003,brewery,Canterbury Ale Works
17251,NH,3225,1810.0,1810.0,102622.0,1540.0,79109.0,,,,,,
17252,NH,3226,1120.0,1120.0,126435.0,750.0,51053.0,,,,,,
17253,NH,3227,520.0,520.0,40606.0,360.0,20011.0,,,,,,
17254,NH,3229,2990.0,2990.0,334403.0,2400.0,205024.0,,,,,,
17255,NH,3230,640.0,640.0,33172.0,540.0,24652.0,,,,,,
17256,NH,3231,150.0,150.0,9827.0,110.0,4568.0,,,,,,
17257,NH,3233,200.0,200.0,25807.0,130.0,9433.0,,,,,,
17258,NH,3234,2430.0,2430.0,147827.0,2090.0,114600.0,Epsom,3 Griffin Rd,43.4707,-71.667,brewery,Blasty Bough Brewing Co LLC
17259,NH,3235,4170.0,4170.0,195620.0,3670.0,149312.0,,,,,,
17260,NH,3237,1220.0,1220.0,79868.0,1030.0,58921.0,,,,,,
17261,NH,3240,620.0,620.0,29438.0,530.0,22173.0,,,,,,
17262,NH,3241,450.0,450.0,31522.0,320.0,15164.0,,,,,,
17263,NH,3242,2080.0,2080.0,148978.0,1800.0,107205.0,,,,,,
17264,NH,3243,510.0,510.0,25066.0,440.0,20093.0,,,,,,
17265,NH,3244,3940.0,3940.0,213385.0,3400.0,163850.0,Hillsborough,52 Concord End Rd,43.141661,-71.9158,brewery,Mash Note Beer Co Llc
17266,NH,3245,1020.0,1020.0,89688.0,790.0,41297.0,Holderness,118 Perch Pond Rd,43.758987,-71.600945,brewery,Squam Brewing
17267,NH,3246,8010.0,8010.0,503278.0,6580.0,312340.0,,,,,,
17268,NH,3249,3740.0,3740.0,329840.0,2990.0,203234.0,,,,,,
17269,NH,3251,950.0,950.0,61584.0,800.0,37640.0,Lincoln,25 Loon Mountain Rd 4,44.056627,-71.625366,brewery,One Love Brewery
17270,NH,3253,3540.0,3540.0,280727.0,2740.0,157937.0,,,,,,
17271,NH,3254,2110.0,2110.0,188580.0,1570.0,93201.0,,,,,,
17272,NH,3255,1010.0,1010.0,84816.0,810.0,52223.0,,,,,,
17273,NH,3256,1120.0,1120.0,73345.0,950.0,50462.0,,,,,,
17274,NH,3257,2280.0,2280.0,396650.0,1480.0,122822.0,,,,,,
17275,NH,3258,1320.0,1320.0,97233.0,1140.0,69655.0,,,,,,
17276,NH,3259,170.0,170.0,12115.0,110.0,6420.0,,,,,,
17277,NH,3260,340.0,340.0,24858.0,270.0,15927.0,,,,,,
17278,NH,3261,2350.0,2350.0,148860.0,2030.0,114381.0,Northwood,49 Lucas Pond Rd,,,brewery,Out Haus Ales
17279,NH,3262,700.0,700.0,32910.0,610.0,22127.0,,,,,,
17280,NH,3263,1930.0,1930.0,93226.0,1680.0,78103.0,,,,,,
17281,NH,3264,2400.0,2400.0,137370.0,2050.0,94546.0,,,,,,
17282,NH,3266,1090.0,1090.0,53654.0,910.0,36133.0,,,,,,
17283,NH,3268,650.0,650.0,40548.0,550.0,28756.0,Salisbury,24 Robie Rd,43.6443,-71.8261,brewery,Big Water Brewery
17284,NH,3269,1540.0,1540.0,109083.0,1280.0,70112.0,,,,,,
17285,NH,3273,180.0,180.0,10809.0,130.0,7249.0,,,,,,
17286,NH,3275,5970.0,5970.0,341169.0,5280.0,270441.0,,,,,,
17287,NH,3276,4270.0,4270.0,212481.0,3770.0,170943.0,,,,,,
17288,NH,3278,1530.0,1530.0,102720.0,1260.0,76217.0,,,,,,
17289,NH,3279,350.0,350.0,13096.0,280.0,9483.0,,,,,,
17290,NH,3280,580.0,580.0,33307.0,440.0,20924.0,,,,,,
17291,NH,3281,4540.0,4540.0,318952.0,4080.0,250807.0,,,,,,
17292,NH,3282,450.0,450.0,24547.0,350.0,15772.0,,,,,,
17293,NH,3284,410.0,410.0,25169.0,350.0,18297.0,,,,,,
17294,NH,3285,770.0,770.0,45046.0,670.0,30349.0,,,,,,
17295,NH,3287,640.0,640.0,49162.0,500.0,31548.0,,,,,,
17296,NH,3290,2440.0,2440.0,192796.0,2110.0,148409.0,,,,,,
17297,NH,3301,16140.0,16140.0,1048443.0,13480.0,744919.0,,,,,,
17298,NH,3303,7720.0,7720.0,426476.0,6860.0,342066.0,,,,,,
17299,NH,3304,4000.0,4000.0,432257.0,3350.0,303524.0,,,,,,
17300,NH,3307,2880.0,2880.0,179971.0,2460.0,133293.0,,,,,,
17301,NH,3431,11280.0,11280.0,734022.0,9500.0,480185.0,,,,,,
17302,NH,3440,1380.0,1380.0,76643.0,1170.0,55345.0,,,,,,
17303,NH,3441,210.0,210.0,8538.0,190.0,7177.0,,,,,,
17304,NH,3442,710.0,710.0,34960.0,630.0,29250.0,,,,,,
17305,NH,3443,370.0,370.0,28347.0,320.0,19121.0,,,,,,
17306,NH,3444,760.0,760.0,73853.0,600.0,33347.0,,,,,,
17307,NH,3445,400.0,400.0,22720.0,330.0,16912.0,,,,,,
17308,NH,3446,3080.0,3080.0,172819.0,2630.0,130662.0,,,,,,
17309,NH,3447,1180.0,1180.0,70676.0,980.0,52961.0,,,,,,
17310,NH,3448,400.0,400.0,21265.0,330.0,16017.0,,,,,,
17311,NH,3449,930.0,930.0,83101.0,680.0,44480.0,,,,,,
17312,NH,3450,480.0,480.0,41172.0,380.0,19764.0,,,,,,
17313,NH,3451,2000.0,2000.0,91331.0,1780.0,72502.0,,,,,,
17314,NH,3452,2830.0,2830.0,166704.0,2380.0,113694.0,,,,,,
17315,NH,3455,1080.0,1080.0,65455.0,880.0,42032.0,,,,,,
17316,NH,3456,410.0,410.0,20987.0,310.0,14307.0,,,,,,
17317,NH,3457,350.0,350.0,30331.0,260.0,15951.0,,,,,,
17318,NH,3458,3480.0,3480.0,310036.0,2590.0,152759.0,Peterborough,442 Route 123,42.8169,-71.9177,brewery,Temple Mountain Brewing LLC
17319,NH,3458,3480.0,3480.0,310036.0,2590.0,152759.0,Peterborough,40 Grove St,42.8731,-71.9501,brewery,Postand Beam Brewery
17320,NH,3461,2630.0,2630.0,185408.0,2190.0,126176.0,,,,,,
17321,NH,3462,840.0,840.0,100001.0,690.0,46625.0,,,,,,
17322,NH,3464,550.0,550.0,36873.0,440.0,25399.0,,,,,,
17323,NH,3465,1050.0,1050.0,47695.0,920.0,37922.0,,,,,,
17324,NH,3466,680.0,680.0,55038.0,550.0,37526.0,,,,,,
17325,NH,3467,820.0,820.0,58200.0,680.0,39089.0,,,,,,
17326,NH,3470,2350.0,2350.0,110376.0,2040.0,83012.0,Winchester,136 Main St,,,brewery,New England Sweetwater Farm & Distillery
17327,NH,3561,3210.0,3210.0,178281.0,2670.0,113676.0,Littleton,18 Mill St,44.305994,-71.771244,brewery,Ammonoosuc Beer Project Llc
17328,NH,3570,3890.0,3890.0,153773.0,3320.0,119855.0,,,,,,
17329,NH,3574,1380.0,1380.0,80891.0,1190.0,52969.0,Bethlehem,44 Pinewood Ave,44.2794,-71.6917,brewery,Rek'lis Brewing Co
17330,NH,3575,140.0,140.0,4689.0,130.0,3548.0,,,,,,
17331,NH,3576,1420.0,1420.0,67969.0,1140.0,45375.0,,,,,,
17332,NH,3579,200.0,200.0,10550.0,140.0,6771.0,,,,,,
17333,NH,3580,800.0,800.0,86740.0,600.0,46092.0,,,,,,
17334,NH,3581,1590.0,1590.0,84069.0,1370.0,62779.0,,,,,,
17335,NH,3582,1120.0,1120.0,44841.0,970.0,35006.0,,,,,,
17336,NH,3583,570.0,570.0,28473.0,420.0,17593.0,,,,,,
17337,NH,3584,1750.0,1750.0,94962.0,1490.0,65630.0,,,,,,
17338,NH,3585,1310.0,1310.0,66212.0,1100.0,45655.0,,,,,,
17339,NH,3586,260.0,260.0,23989.0,200.0,12139.0,,,,,,
17340,NH,3588,830.0,830.0,39426.0,680.0,29831.0,,,,,,
17341,NH,3590,390.0,390.0,13805.0,330.0,10376.0,,,,,,
17342,NH,3592,520.0,520.0,24401.0,390.0,13903.0,,,,,,
17343,NH,3593,170.0,170.0,12712.0,130.0,5387.0,,,,,,
17344,NH,3595,310.0,310.0,17137.0,250.0,10825.0,,,,,,
17345,NH,3597,190.0,190.0,6086.0,160.0,4477.0,,,,,,
17346,NH,3598,1630.0,1630.0,71219.0,1370.0,51248.0,,,,,,
17347,NH,3601,210.0,210.0,9902.0,160.0,7168.0,,,,,,
17348,NH,3602,1370.0,1370.0,81293.0,1170.0,54270.0,,,,,,
17349,NH,3603,2520.0,2520.0,119524.0,2170.0,95984.0,,,,,,
17350,NH,3605,460.0,460.0,25268.0,380.0,17621.0,,,,,,
17351,NH,3607,150.0,150.0,8345.0,120.0,4835.0,,,,,,
17352,NH,3608,1460.0,1460.0,136535.0,1150.0,77216.0,,,,,,
17353,NH,3609,390.0,390.0,18620.0,350.0,13331.0,,,,,,
17354,NH,3740,530.0,530.0,27697.0,410.0,18818.0,,,,,,
17355,NH,3741,2140.0,2140.0,128160.0,1850.0,95566.0,,,,,,
17356,NH,3743,6560.0,6560.0,303852.0,5760.0,238865.0,,,,,,
17357,NH,3745,660.0,660.0,46529.0,540.0,31645.0,,,,,,
17358,NH,3746,200.0,200.0,12288.0,150.0,7241.0,,,,,,
17359,NH,3748,2510.0,2510.0,183246.0,2150.0,130089.0,,,,,,
17360,NH,3750,500.0,500.0,106877.0,390.0,59845.0,,,,,,
17361,NH,3751,270.0,270.0,20575.0,210.0,12200.0,,,,,,
17362,NH,3752,420.0,420.0,20474.0,320.0,13374.0,,,,,,
17363,NH,3753,1810.0,1810.0,195233.0,1430.0,118559.0,,,,,,
17364,NH,3755,3590.0,3590.0,835168.0,2760.0,373568.0,,,,,,
17365,NH,3765,220.0,220.0,13138.0,180.0,9753.0,,,,,,
17366,NH,3766,5300.0,5300.0,391671.0,4500.0,277699.0,,,,,,
17367,NH,3768,860.0,860.0,154472.0,650.0,91673.0,,,,,,
17368,NH,3770,360.0,360.0,45579.0,300.0,24232.0,,,,,,
17369,NH,3771,430.0,430.0,22895.0,360.0,17026.0,,,,,,
17370,NH,3773,3810.0,3810.0,201804.0,3300.0,143497.0,,,,,,
17371,NH,3774,920.0,920.0,45349.0,770.0,32658.0,,,,,,
17372,NH,3777,640.0,640.0,45452.0,520.0,29523.0,,,,,,
17373,NH,3779,380.0,380.0,20639.0,320.0,14557.0,,,,,,
17374,NH,3780,220.0,220.0,11136.0,160.0,7784.0,,,,,,
17375,NH,3781,860.0,860.0,80451.0,720.0,52245.0,,,,,,
17376,NH,3782,1510.0,1510.0,234247.0,1180.0,114311.0,,,,,,
17377,NH,3784,2160.0,2160.0,146216.0,1750.0,103105.0,,,,,,
17378,NH,3785,1060.0,1060.0,43803.0,880.0,31904.0,,,,,,
17379,NH,3801,12560.0,12560.0,1293502.0,10370.0,854160.0,Portsmouth,2800 Lafayette Rd,43.029187,-70.790072,brewery,Beara Irish Brewing Co
17380,NH,3801,12560.0,12560.0,1293502.0,10370.0,854160.0,Portsmouth,165 High St,43.078561,-70.759226,brewery,Earth Eagle Brewings Llc
