,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
15458,MS,39482,4050.0,4050.0,246638.0,3420.0,170300.0,,,,
15459,MS,39483,2090.0,2090.0,93408.0,1740.0,70372.0,,,,
15460,MS,39501,8310.0,8310.0,253094.0,7120.0,183330.0,chandeleur island brewing company,2711 14th st,Gulfport,MS
15461,MS,39503,21100.0,21100.0,1041877.0,18040.0,741632.0,,,,
15462,MS,39507,7870.0,7870.0,409884.0,5980.0,261558.0,,,,
15463,MS,39520,5310.0,5310.0,254849.0,4220.0,164625.0,,,,
15464,MS,39525,4230.0,4230.0,291568.0,3040.0,177308.0,,,,
15465,MS,39530,3540.0,3540.0,129913.0,2910.0,85672.0,biloxi brewing co,186 bohn st,Biloxi,MS
15466,MS,39531,7790.0,7790.0,373635.0,6520.0,253234.0,,,,
15467,MS,39532,14220.0,14220.0,760192.0,11850.0,533736.0,,,,
15468,MS,39534,840.0,840.0,15421.0,830.0,14159.0,,,,
15469,MS,39540,5550.0,5550.0,262292.0,4730.0,189088.0,,,,
15470,MS,39553,7230.0,7230.0,358752.0,6060.0,253849.0,,,,
15471,MS,39556,2830.0,2830.0,136925.0,2380.0,102542.0,"lazy magnolia brewing co, llc",7030 roscoe turner rd,Kiln,MS
15472,MS,39560,7860.0,7860.0,421559.0,6360.0,291849.0,,,,
15473,MS,39561,730.0,730.0,31639.0,590.0,24349.0,,,,
15474,MS,39562,6350.0,6350.0,334748.0,5290.0,263474.0,,,,
15475,MS,39563,5240.0,5240.0,200629.0,4300.0,142398.0,,,,
15476,MS,39564,17570.0,17570.0,1156886.0,14540.0,782135.0,crooked letter brewing co,503 porter ave,Ocean Springs,MS
15477,MS,39564,17570.0,17570.0,1156886.0,14540.0,782135.0,hops and growlers,2339 government st,Ocean Springs,MS
15478,MS,39565,8160.0,8160.0,453090.0,6940.0,348526.0,,,,
15479,MS,39567,3900.0,3900.0,229543.0,3230.0,150650.0,,,,
15480,MS,39571,5960.0,5960.0,382609.0,4720.0,241902.0,,,,
15481,MS,39572,460.0,460.0,18572.0,380.0,14445.0,,,,
15482,MS,39573,3090.0,3090.0,157042.0,2580.0,119550.0,,,,
15483,MS,39574,5480.0,5480.0,254992.0,4560.0,195381.0,,,,
15484,MS,39576,2450.0,2450.0,123477.0,2090.0,82618.0,,,,
15485,MS,39577,3790.0,3790.0,170837.0,3190.0,122549.0,,,,
15486,MS,39581,4740.0,4740.0,193487.0,4120.0,150026.0,,,,
15487,MS,39601,8710.0,8710.0,426208.0,7320.0,317314.0,,,,
15488,MS,39629,2350.0,2350.0,125236.0,1990.0,95066.0,,,,
15489,MS,39630,360.0,360.0,11450.0,320.0,8831.0,,,,
15490,MS,39631,1260.0,1260.0,49801.0,1080.0,36091.0,,,,
15491,MS,39633,330.0,330.0,12313.0,290.0,10057.0,,,,
15492,MS,39638,1220.0,1220.0,44955.0,1020.0,33716.0,,,,
15493,MS,39641,1580.0,1580.0,73800.0,1320.0,55067.0,,,,
15494,MS,39643,490.0,490.0,19924.0,390.0,14023.0,,,,
15495,MS,39645,1840.0,1840.0,88554.0,1510.0,62972.0,,,,
15496,MS,39647,420.0,420.0,20737.0,330.0,15070.0,,,,
15497,MS,39648,7950.0,7950.0,291612.0,6850.0,220546.0,,,,
15498,MS,39652,2890.0,2890.0,104094.0,2410.0,76285.0,,,,
15499,MS,39653,1090.0,1090.0,58929.0,890.0,43397.0,,,,
15500,MS,39654,2190.0,2190.0,99735.0,1830.0,77303.0,,,,
15501,MS,39656,330.0,330.0,13048.0,270.0,9062.0,,,,
15502,MS,39657,910.0,910.0,40545.0,730.0,30217.0,,,,
15503,MS,39661,1110.0,1110.0,43834.0,980.0,36257.0,,,,
15504,MS,39662,530.0,530.0,25466.0,450.0,20676.0,,,,
15505,MS,39663,1060.0,1060.0,40397.0,900.0,32956.0,,,,
15506,MS,39664,790.0,790.0,42337.0,650.0,32112.0,,,,
15507,MS,39665,370.0,370.0,14855.0,300.0,11936.0,,,,
15508,MS,39666,4070.0,4070.0,218339.0,3410.0,153674.0,,,,
15509,MS,39667,4600.0,4600.0,184101.0,3790.0,134936.0,,,,
15510,MS,39668,280.0,280.0,11427.0,230.0,9595.0,,,,
15511,MS,39669,2040.0,2040.0,79441.0,1760.0,60658.0,,,,
15512,MS,39701,4720.0,4720.0,189895.0,4120.0,131677.0,,,,
15513,MS,39702,9140.0,9140.0,385301.0,7880.0,295388.0,,,,
15514,MS,39705,5970.0,5970.0,382648.0,4960.0,255062.0,,,,
15515,MS,39730,4490.0,4490.0,174228.0,3890.0,128782.0,,,,
15516,MS,39735,1600.0,1600.0,68141.0,1330.0,49765.0,,,,
15517,MS,39736,230.0,230.0,6694.0,210.0,5914.0,,,,
15518,MS,39739,1140.0,1140.0,36763.0,960.0,27549.0,,,,
15519,MS,39740,2230.0,2230.0,128780.0,1960.0,102319.0,,,,
15520,MS,39741,590.0,590.0,22713.0,510.0,17662.0,,,,
15521,MS,39743,870.0,870.0,27479.0,750.0,23127.0,,,,
15522,MS,39744,2110.0,2110.0,90532.0,1700.0,64322.0,,,,
15523,MS,39745,310.0,310.0,17699.0,290.0,13658.0,,,,
15524,MS,39746,1300.0,1300.0,64913.0,1100.0,51492.0,,,,
15525,MS,39747,720.0,720.0,27396.0,610.0,20108.0,,,,
15526,MS,39750,1190.0,1190.0,48165.0,1000.0,36417.0,,,,
15527,MS,39751,520.0,520.0,23267.0,460.0,17517.0,,,,
15528,MS,39752,960.0,960.0,43579.0,810.0,34427.0,,,,
15529,MS,39755,420.0,420.0,14743.0,370.0,11786.0,,,,
15530,MS,39756,870.0,870.0,24625.0,790.0,21226.0,,,,
15531,MS,39759,15470.0,15470.0,823134.0,13430.0,570851.0,mayhew junction brewing company,106 eckford dr,Starkville,MS
15532,MS,39760,510.0,510.0,39120.0,390.0,20463.0,,,,
15533,MS,39762,310.0,310.0,18385.0,270.0,12558.0,,,,
15534,MS,39766,1110.0,1110.0,50787.0,920.0,40542.0,,,,
15535,MS,39767,280.0,280.0,10713.0,220.0,8712.0,,,,
15536,MS,39769,750.0,750.0,35752.0,610.0,25545.0,,,,
15537,MS,39772,670.0,670.0,22199.0,550.0,16909.0,,,,
15538,MS,39773,6610.0,6610.0,281953.0,5640.0,196846.0,,,,
15539,MS,39776,650.0,650.0,24048.0,580.0,18787.0,,,,
15540,MO,63005,8720.0,8720.0,2143326.0,7230.0,1237058.0,,,,
15541,MO,63010,17770.0,17770.0,954553.0,14830.0,734590.0,,,,
15542,MO,63011,18070.0,18070.0,1661074.0,14340.0,1132979.0,greer brewing,16050 manchester rd,Ellisville,MO
15543,MO,63012,4920.0,4920.0,295096.0,4280.0,230519.0,,,,
15544,MO,63013,790.0,790.0,44410.0,650.0,33066.0,,,,
15545,MO,63014,370.0,370.0,16498.0,300.0,11481.0,gruhlke's microbrewery / bias vineyards,3166 highway b,Berger,MO
15546,MO,63015,1040.0,1040.0,51689.0,890.0,39575.0,,,,
15547,MO,63016,3760.0,3760.0,197675.0,3140.0,149892.0,,,,
15548,MO,63017,20380.0,20380.0,2911038.0,15290.0,1612072.0,steampunk brew works,231 lamp and lantern vlg,Chesterfield,MO
15549,MO,63019,2060.0,2060.0,97583.0,1700.0,73814.0,,,,
15550,MO,63020,9080.0,9080.0,421676.0,7460.0,318384.0,,,,
15551,MO,63021,28130.0,28130.0,2512610.0,23780.0,1791869.0,,,,
15552,MO,63023,2150.0,2150.0,111486.0,1760.0,84203.0,,,,
15553,MO,63025,7140.0,7140.0,733109.0,6090.0,534641.0,,,,
15554,MO,63026,21570.0,21570.0,1538620.0,18390.0,1154195.0,,,,
15555,MO,63028,12440.0,12440.0,720860.0,10360.0,539199.0,main and mill brewing company,240 e main st,Festus,MO
15556,MO,63030,120.0,120.0,5536.0,100.0,4369.0,,,,
15557,MO,63031,23280.0,23280.0,1089647.0,19680.0,859367.0,narrow gauge brewing company,1595 n highway 67 st,Florissant,MO
15558,MO,63033,21400.0,21400.0,901008.0,17850.0,682454.0,,,,
15559,MO,63034,9470.0,9470.0,612973.0,7790.0,427166.0,,,,
15560,MO,63036,440.0,440.0,19909.0,330.0,14784.0,,,,
15561,MO,63037,1460.0,1460.0,64011.0,1180.0,48070.0,,,,
15562,MO,63038,3290.0,3290.0,525589.0,2770.0,310369.0,,,,
15563,MO,63039,410.0,410.0,21432.0,320.0,14948.0,,,,
15564,MO,63040,4240.0,4240.0,439321.0,3600.0,333165.0,,,,
15565,MO,63041,240.0,240.0,11624.0,190.0,9064.0,,,,
15566,MO,63042,9910.0,9910.0,406248.0,8460.0,317358.0,,,,
15567,MO,63043,11710.0,11710.0,681699.0,9850.0,532931.0,o'fallon brewery,45 progress pkwy,Maryland Heights,MO
15568,MO,63043,11710.0,11710.0,681699.0,9850.0,532931.0,six mile bridge brewery,11841 dorsett rd,Maryland Heights,MO
15569,MO,63044,5480.0,5480.0,301386.0,4380.0,205764.0,,,,
15570,MO,63048,1740.0,1740.0,102682.0,1420.0,75842.0,,,,
15571,MO,63049,8470.0,8470.0,529683.0,7220.0,404996.0,bastard brothers brewing company,2114 penta dr,High Ridge,MO
15572,MO,63050,7370.0,7370.0,427024.0,6130.0,314002.0,the russell house restaurant inn brewery,10333 mo-21 bus,Hillsboro,MO
15573,MO,63051,6400.0,6400.0,335140.0,5440.0,263785.0,,,,
15574,MO,63052,13290.0,13290.0,819378.0,11600.0,652141.0,,,,
15575,MO,63055,1190.0,1190.0,90596.0,980.0,61095.0,point labaddie brewery,1029 thiebes rd,Labadie,MO
15576,MO,63056,920.0,920.0,48831.0,730.0,34909.0,,,,
15577,MO,63060,1000.0,1000.0,47692.0,810.0,35493.0,,,,
15578,MO,63061,100.0,100.0,4226.0,80.0,3130.0,,,,
15579,MO,63068,2320.0,2320.0,136172.0,1930.0,94048.0,,,,
15580,MO,63069,7100.0,7100.0,489943.0,5910.0,316272.0,,,,
15581,MO,63070,3300.0,3300.0,159316.0,2840.0,123530.0,,,,
15582,MO,63071,440.0,440.0,16560.0,390.0,13046.0,,,,
15583,MO,63072,1530.0,1530.0,79932.0,1280.0,60461.0,,,,
15584,MO,63073,360.0,360.0,149406.0,270.0,69379.0,,,,
15585,MO,63074,7570.0,7570.0,268017.0,6460.0,219262.0,,,,
15586,MO,63077,5290.0,5290.0,224441.0,4470.0,173630.0,,,,
15587,MO,63080,6070.0,6070.0,282197.0,5060.0,206944.0,,,,
15588,MO,63084,8630.0,8630.0,427951.0,7250.0,317478.0,,,,
15589,MO,63087,400.0,400.0,20555.0,340.0,15820.0,,,,
15590,MO,63088,4280.0,4280.0,252166.0,3600.0,199998.0,mackenzie brewing company,932 meramec station road suite e,Valley Park,MO
15591,MO,63089,2790.0,2790.0,152210.0,2320.0,111549.0,,,,
15592,MO,63090,11330.0,11330.0,733880.0,9220.0,500064.0,deep sleep brewing company llc,6891 whiskey creek rd.,Washington,MO
15593,MO,63091,630.0,630.0,29481.0,520.0,22066.0,,,,
15594,MO,63101,2020.0,2020.0,244015.0,1800.0,97806.0,,,,
15595,MO,63102,890.0,890.0,55695.0,810.0,42099.0,morgan street brewery,721 n 2nd st,Saint Louis,MO
15596,MO,63103,3510.0,3510.0,165102.0,3090.0,138617.0,center ice brewing company,3126 olive st.,Saint Louis,MO
15597,MO,63103,3510.0,3510.0,165102.0,3090.0,138617.0,"schlafly beer/the saint louis brewery, llc",2100 locust st,Saint Louis,MO
15598,MO,63103,3510.0,3510.0,165102.0,3090.0,138617.0,wellspent brewing company,2911 olive st,Saint Louis,MO
15599,MO,63104,9210.0,9210.0,576850.0,8170.0,459981.0,4 hands brewing co,1220 s 8th st,Saint Louis,MO
15600,MO,63104,9210.0,9210.0,576850.0,8170.0,459981.0,square one brewery and distillery,1727 park ave,Saint Louis,MO
15601,MO,63105,7350.0,7350.0,3332009.0,5480.0,1142862.0,,,,
15602,MO,63106,3690.0,3690.0,79373.0,3370.0,69212.0,,,,
15603,MO,63107,3840.0,3840.0,93386.0,3360.0,77788.0,,,,
15604,MO,63108,8720.0,8720.0,951139.0,7470.0,580920.0,cathedral square brewery,3914 lindell blvd,Saint Louis,MO
15605,MO,63108,8720.0,8720.0,951139.0,7470.0,580920.0,twisted roots brewing,3690 forest park ave,Saint Louis,MO
15606,MO,63109,14830.0,14830.0,901925.0,12590.0,701560.0,,,,
15607,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,2nd shift brewing co,1601 sublette ave,Saint Louis,MO
15608,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,brew hub taproom,5656 oakland avenue,St. Louis,MO
15609,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,high heel brewing,5656 oakland,Saint Louis,MO
15610,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,modern brewery,5231 manchester ave # e,Saint Louis,MO
15611,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,rockwell beer company,1320 s vandeventer ave,Saint Louis,MO
15612,MO,63110,8530.0,8530.0,489564.0,7670.0,403552.0,urban chestnut brewing co,4465 manchester ave,Saint Louis,MO
15613,MO,63111,8140.0,8140.0,241048.0,7070.0,205311.0,perennial artisan ales,8125 michigan ave ste 116,Saint Louis,MO
15614,MO,63112,7760.0,7760.0,367821.0,6750.0,275517.0,,,,
15615,MO,63113,4740.0,4740.0,112908.0,3920.0,92827.0,,,,
15616,MO,63114,17350.0,17350.0,629627.0,14950.0,510837.0,,,,
15617,MO,63115,7380.0,7380.0,181895.0,6240.0,144648.0,,,,
15618,MO,63116,21210.0,21210.0,879082.0,18320.0,726268.0,alpha brewing co.,4310 fyler ave,Saint Louis,MO
15619,MO,63116,21210.0,21210.0,879082.0,18320.0,726268.0,civil life brewing company,3714 holt ave,Saint Louis,MO
15620,MO,63117,5090.0,5090.0,650903.0,4250.0,347017.0,,,,
15621,MO,63118,11030.0,11030.0,387379.0,9920.0,337182.0,anheuser-busch inbev,1 busch pl,Saint Louis,MO
15622,MO,63118,11030.0,11030.0,387379.0,9920.0,337182.0,earthbound beer,2724 cherokee st,Saint Louis,MO
15623,MO,63119,16800.0,16800.0,1777152.0,13130.0,1080010.0,,,,
15624,MO,63120,3310.0,3310.0,71489.0,2840.0,58886.0,,,,
15625,MO,63121,11350.0,11350.0,379201.0,9520.0,284878.0,,,,
15626,MO,63122,20150.0,20150.0,2557407.0,15610.0,1516568.0,,,,
15627,MO,63123,27040.0,27040.0,1451740.0,21630.0,1058456.0,,,,
15628,MO,63124,5230.0,5230.0,2283997.0,3520.0,890236.0,,,,
15629,MO,63125,16550.0,16550.0,710316.0,13370.0,527198.0,,,,
15630,MO,63126,8310.0,8310.0,587740.0,6520.0,404519.0,,,,
15631,MO,63127,2790.0,2790.0,450682.0,1880.0,210479.0,,,,
15632,MO,63128,15640.0,15640.0,1331143.0,11640.0,804358.0,,,,
15633,MO,63129,27970.0,27970.0,2006957.0,22440.0,1384003.0,,,,
15634,MO,63130,13710.0,13710.0,1219956.0,11410.0,799636.0,,,,
15635,MO,63131,8700.0,8700.0,2743838.0,6490.0,1194892.0,,,,
15636,MO,63132,7090.0,7090.0,601699.0,5810.0,407224.0,,,,
15637,MO,63133,3100.0,3100.0,68061.0,2680.0,57518.0,,,,
15638,MO,63134,5940.0,5940.0,169492.0,5180.0,140873.0,,,,
15639,MO,63135,9570.0,9570.0,340130.0,8280.0,268383.0,ferguson brewing co,418 s florissant rd,Saint Louis,MO
15640,MO,63136,20340.0,20340.0,559247.0,17460.0,449258.0,,,,
15641,MO,63137,8670.0,8670.0,267592.0,7590.0,220055.0,,,,
15642,MO,63138,8830.0,8830.0,304823.0,7730.0,242879.0,,,,
15643,MO,63139,12430.0,12430.0,642146.0,10790.0,529907.0,heavy riff brewing,6413 clayton ave,Saint Louis,MO
15644,MO,63140,150.0,150.0,2720.0,130.0,2418.0,,,,
15645,MO,63141,10440.0,10440.0,1995753.0,8040.0,1048847.0,granite city food & brewery (#29),11411 olive blvd,Creve Coeur,MO
15646,MO,63143,4920.0,4920.0,241310.0,4330.0,195073.0,schlafly bottleworks,1 schlafly plz,Saint Louis,MO
15647,MO,63143,4920.0,4920.0,241310.0,4330.0,195073.0,side project brewing,7458 manchester rd,Maplewood,MO
15648,MO,63144,5040.0,5040.0,443178.0,4220.0,322016.0,william k busch brewing co.,8047 litzsinger rd,Saint Louis,MO
15649,MO,63146,15950.0,15950.0,1329542.0,12850.0,877041.0,,,,
15650,MO,63147,4310.0,4310.0,119844.0,3620.0,91734.0,griesedieck brothers brewery,1240 switzer ave,Saint Louis,MO
15651,MO,63301,24020.0,24020.0,1486172.0,19680.0,1050580.0,two plumbers brewery + arcade,2236 1st capitol dr,Saint Charles,MO
15652,MO,63303,24200.0,24200.0,1793847.0,20180.0,1309884.0,,,,
15653,MO,63304,20710.0,20710.0,1848084.0,17570.0,1326026.0,exit 6 brewery,5055 highway n ste 112,Saint Charles,MO
15654,MO,63332,700.0,700.0,61015.0,570.0,41463.0,,,,
15655,MO,63333,300.0,300.0,13035.0,250.0,9370.0,,,,
15656,MO,63334,2870.0,2870.0,131957.0,2420.0,95535.0,,,,
15657,MO,63336,480.0,480.0,24596.0,360.0,14553.0,,,,
15658,MO,63339,410.0,410.0,17350.0,330.0,12318.0,,,,
15659,MO,63341,1870.0,1870.0,203126.0,1540.0,140657.0,,,,
15660,MO,63343,1880.0,1880.0,88196.0,1540.0,63850.0,,,,
15661,MO,63344,720.0,720.0,50006.0,580.0,29473.0,,,,
15662,MO,63345,160.0,160.0,7102.0,120.0,4172.0,,,,
15663,MO,63347,1320.0,1320.0,59975.0,1120.0,48592.0,,,,
15664,MO,63348,4120.0,4120.0,325142.0,3520.0,247955.0,,,,
15665,MO,63349,860.0,860.0,43951.0,720.0,33618.0,,,,
15666,MO,63350,230.0,230.0,10896.0,200.0,7785.0,,,,
15667,MO,63351,800.0,800.0,40075.0,640.0,29549.0,,,,
15668,MO,63352,490.0,490.0,20864.0,380.0,12634.0,,,,
15669,MO,63353,2070.0,2070.0,86719.0,1710.0,59496.0,,,,
15670,MO,63357,2700.0,2700.0,168087.0,2250.0,122231.0,,,,
15671,MO,63359,580.0,580.0,27481.0,440.0,18584.0,,,,
15672,MO,63361,2000.0,2000.0,91914.0,1610.0,61544.0,,,,
15673,MO,63362,3460.0,3460.0,180028.0,3120.0,148342.0,,,,
15674,MO,63363,680.0,680.0,29382.0,540.0,19600.0,,,,
15675,MO,63366,25150.0,25150.0,1640025.0,21400.0,1273465.0,good news brewing company,330 sonderen st,O Fallon,MO
15676,MO,63366,25150.0,25150.0,1640025.0,21400.0,1273465.0,missouri beer company,22 w industrial dr,O Fallon,MO
15677,MO,63367,11710.0,11710.0,1063259.0,9740.0,758354.0,,,,
15678,MO,63368,21190.0,21190.0,1702402.0,18530.0,1357862.0,wild water,9995 winghaven blvd,O Fallon,MO
15679,MO,63369,1200.0,1200.0,70811.0,1020.0,54719.0,,,,
15680,MO,63373,330.0,330.0,17757.0,280.0,13004.0,,,,
15681,MO,63376,38810.0,38810.0,2484651.0,33140.0,1958954.0,third wheel brewing,4008 n service rd,Saint Peters,MO
15682,MO,63377,1060.0,1060.0,60304.0,870.0,44694.0,,,,
15683,MO,63379,11630.0,11630.0,652724.0,9930.0,502643.0,,,,
15684,MO,63381,210.0,210.0,9168.0,160.0,6687.0,,,,
15685,MO,63382,1520.0,1520.0,63465.0,1200.0,40433.0,,,,
15686,MO,63383,7100.0,7100.0,358485.0,5830.0,262778.0,,,,
15687,MO,63384,720.0,720.0,28972.0,560.0,20339.0,,,,
15688,MO,63385,19800.0,19800.0,1478687.0,17050.0,1161218.0,friendship brewing company,100 pitman ave,Wentzville,MO
15689,MO,63386,230.0,230.0,13578.0,180.0,8959.0,,,,
15690,MO,63388,320.0,320.0,14325.0,250.0,9818.0,,,,
15691,MO,63389,3040.0,3040.0,155125.0,2620.0,122336.0,,,,
15692,MO,63390,4870.0,4870.0,275186.0,4080.0,197420.0,,,,
15693,MO,63401,9540.0,9540.0,469951.0,8170.0,337776.0,mark twain brewing company,422 n main st,Hannibal,MO
15694,MO,63430,240.0,240.0,10790.0,210.0,8170.0,,,,
15695,MO,63431,140.0,140.0,5866.0,90.0,3871.0,,,,
15696,MO,63432,180.0,180.0,6722.0,110.0,3479.0,,,,
15697,MO,63434,250.0,250.0,9559.0,220.0,6531.0,,,,
15698,MO,63435,1500.0,1500.0,71535.0,1270.0,53399.0,,,,
15699,MO,63436,540.0,540.0,24151.0,400.0,15481.0,,,,
15700,MO,63437,620.0,620.0,26440.0,480.0,16530.0,,,,
15701,MO,63438,180.0,180.0,7499.0,150.0,6359.0,,,,
15702,MO,63440,570.0,570.0,27788.0,480.0,20152.0,,,,
15703,MO,63441,490.0,490.0,23927.0,400.0,18022.0,,,,
15704,MO,63443,170.0,170.0,6975.0,140.0,4907.0,,,,
15705,MO,63445,1550.0,1550.0,74238.0,1250.0,50401.0,,,,
15706,MO,63446,220.0,220.0,8379.0,160.0,5438.0,,,,
15707,MO,63447,460.0,460.0,15394.0,390.0,11717.0,,,,
15708,MO,63448,700.0,700.0,30102.0,600.0,22433.0,,,,
15709,MO,63451,120.0,120.0,6455.0,90.0,3896.0,,,,
15710,MO,63452,520.0,520.0,23852.0,430.0,17376.0,,,,
15711,MO,63453,180.0,180.0,6835.0,130.0,5249.0,,,,
15712,MO,63454,420.0,420.0,20738.0,350.0,15228.0,,,,
15713,MO,63456,1930.0,1930.0,96855.0,1560.0,64302.0,,,,
15714,MO,63457,120.0,120.0,6231.0,100.0,3819.0,,,,
15715,MO,63459,1800.0,1800.0,96493.0,1520.0,70455.0,,,,
15716,MO,63460,120.0,120.0,5805.0,80.0,2350.0,,,,
15717,MO,63461,2650.0,2650.0,136979.0,2250.0,100242.0,,,,
15718,MO,63462,690.0,690.0,37762.0,540.0,21671.0,,,,
15719,MO,63463,290.0,290.0,12465.0,260.0,9674.0,,,,
15720,MO,63465,200.0,200.0,8001.0,160.0,6055.0,,,,
15721,MO,63468,1220.0,1220.0,52915.0,940.0,34765.0,,,,
15722,MO,63469,520.0,520.0,24626.0,400.0,14921.0,,,,
15723,MO,63471,260.0,260.0,14042.0,200.0,8751.0,,,,
15724,MO,63472,200.0,200.0,6506.0,170.0,5163.0,,,,
15725,MO,63473,140.0,140.0,5732.0,100.0,3904.0,,,,
15726,MO,63474,210.0,210.0,7875.0,160.0,5584.0,,,,
15727,MO,63501,7630.0,7630.0,369829.0,6270.0,239775.0,,,,
15728,MO,63530,400.0,400.0,16606.0,320.0,12303.0,,,,
15729,MO,63531,200.0,200.0,7878.0,140.0,4734.0,,,,
15730,MO,63532,590.0,590.0,20870.0,490.0,16540.0,,,,
15731,MO,63533,330.0,330.0,12474.0,260.0,9004.0,,,,
15732,MO,63534,320.0,320.0,15183.0,260.0,9645.0,,,,
15733,MO,63536,350.0,350.0,10967.0,250.0,7591.0,,,,
15734,MO,63537,750.0,750.0,28630.0,540.0,17808.0,,,,
15735,MO,63538,100.0,100.0,3430.0,60.0,1987.0,,,,
15736,MO,63541,150.0,150.0,5574.0,110.0,4117.0,,,,
15737,MO,63543,130.0,130.0,4472.0,80.0,1970.0,,,,
15738,MO,63544,300.0,300.0,11899.0,250.0,8755.0,,,,
15739,MO,63545,390.0,390.0,17767.0,320.0,11789.0,,,,
15740,MO,63546,670.0,670.0,29462.0,500.0,19146.0,,,,
15741,MO,63547,170.0,170.0,5436.0,140.0,3985.0,,,,
15742,MO,63548,550.0,550.0,21228.0,430.0,14463.0,,,,
15743,MO,63549,1010.0,1010.0,43959.0,740.0,27698.0,,,,
15744,MO,63551,130.0,130.0,4285.0,90.0,3045.0,,,,
15745,MO,63552,3730.0,3730.0,171423.0,2860.0,110932.0,,,,
15746,MO,63555,1380.0,1380.0,64462.0,1040.0,36973.0,,,,
15747,MO,63556,1480.0,1480.0,58953.0,1240.0,46441.0,,,,
15748,MO,63557,110.0,110.0,3660.0,70.0,2461.0,,,,
15749,MO,63558,300.0,300.0,11989.0,210.0,8543.0,,,,
15750,MO,63559,570.0,570.0,19831.0,450.0,15042.0,,,,
15751,MO,63561,500.0,500.0,17453.0,360.0,12258.0,,,,
15752,MO,63563,220.0,220.0,8367.0,100.0,2670.0,,,,
15753,MO,63565,1590.0,1590.0,67613.0,1150.0,42996.0,,,,
15754,MO,63601,6530.0,6530.0,244881.0,5650.0,193778.0,deslogetown brewery,1669 pine ridge trail,Park Hills,MO
15755,MO,63620,520.0,520.0,17601.0,400.0,13468.0,,,,
15756,MO,63621,470.0,470.0,18924.0,360.0,13255.0,,,,
15757,MO,63622,350.0,350.0,13137.0,270.0,9769.0,,,,
15758,MO,63623,290.0,290.0,11473.0,240.0,8607.0,,,,
15759,MO,63624,1280.0,1280.0,46755.0,1070.0,36117.0,,,,
15760,MO,63625,140.0,140.0,5490.0,100.0,3917.0,,,,
15761,MO,63626,380.0,380.0,16596.0,330.0,13760.0,,,,
15762,MO,63627,1320.0,1320.0,68965.0,1140.0,55277.0,,,,
15763,MO,63628,5730.0,5730.0,265781.0,4710.0,191952.0,,,,
15764,MO,63629,450.0,450.0,16037.0,360.0,13293.0,,,,
15765,MO,63630,1560.0,1560.0,53602.0,1370.0,43685.0,,,,
15766,MO,63631,290.0,290.0,12752.0,240.0,9236.0,,,,
15767,MO,63633,210.0,210.0,5639.0,170.0,4828.0,,,,
15768,MO,63636,200.0,200.0,7208.0,160.0,5581.0,,,,
15769,MO,63637,460.0,460.0,17661.0,380.0,14039.0,,,,
15770,MO,63638,1100.0,1100.0,43119.0,900.0,32871.0,,,,
15771,MO,63640,10910.0,10910.0,581445.0,8950.0,382427.0,,,,
15772,MO,63645,4680.0,4680.0,199563.0,3960.0,141561.0,,,,
15773,MO,63648,560.0,560.0,20068.0,470.0,15701.0,,,,
15774,MO,63650,1600.0,1600.0,64305.0,1300.0,44675.0,,,,
15775,MO,63653,370.0,370.0,11315.0,330.0,9719.0,,,,
15776,MO,63654,250.0,250.0,9721.0,190.0,6781.0,,,,
15777,MO,63655,540.0,540.0,19946.0,420.0,14579.0,,,,
15778,MO,63656,210.0,210.0,7352.0,180.0,6100.0,,,,
15779,MO,63660,1120.0,1120.0,36921.0,980.0,31227.0,,,,
15780,MO,63662,500.0,500.0,20382.0,410.0,15132.0,,,,
15781,MO,63663,350.0,350.0,10402.0,290.0,8069.0,,,,
15782,MO,63664,3250.0,3250.0,125550.0,2780.0,94702.0,,,,
15783,MO,63670,5310.0,5310.0,281767.0,4360.0,202219.0,charleville vineyard & microbrewery,16937 boyd rd,Sainte Genevieve,MO
15784,MO,63670,5310.0,5310.0,281767.0,4360.0,202219.0,crown valley brewing & distilling co,23589 state route ww,Sainte Genevieve,MO
15785,MO,63673,980.0,980.0,45793.0,810.0,33987.0,,,,
15786,MO,63701,15570.0,15570.0,1056546.0,13010.0,680655.0,buckner's brewing co,132 n main st,Cape Girardeau,MO
15787,MO,63701,15570.0,15570.0,1056546.0,13010.0,680655.0,minglewood brewery,121 broadway st,Cape Girardeau,MO
15788,MO,63703,3350.0,3350.0,126269.0,2670.0,75307.0,,,,
15789,MO,63730,1390.0,1390.0,66850.0,1100.0,43658.0,,,,
15790,MO,63732,410.0,410.0,20513.0,350.0,17138.0,,,,
15791,MO,63735,310.0,310.0,12055.0,270.0,9639.0,,,,
15792,MO,63736,1380.0,1380.0,74987.0,1190.0,51764.0,,,,
15793,MO,63739,220.0,220.0,11980.0,180.0,8218.0,,,,
15794,MO,63740,2080.0,2080.0,92078.0,1760.0,69668.0,,,,
