,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
15795,MO,63744,200.0,200.0,7082.0,170.0,5792.0,,,,
15796,MO,63747,190.0,190.0,10565.0,150.0,7695.0,,,,
15797,MO,63748,450.0,450.0,24012.0,370.0,16667.0,,,,
15798,MO,63751,520.0,520.0,18118.0,420.0,14137.0,,,,
15799,MO,63755,12010.0,12010.0,715370.0,10140.0,515891.0,,,,
15800,MO,63758,240.0,240.0,14884.0,210.0,10762.0,,,,
15801,MO,63760,280.0,280.0,14214.0,240.0,11299.0,,,,
15802,MO,63764,2210.0,2210.0,89828.0,1810.0,66760.0,,,,
15803,MO,63766,580.0,580.0,28657.0,460.0,20804.0,,,,
15804,MO,63767,220.0,220.0,7860.0,200.0,6183.0,,,,
15805,MO,63769,670.0,670.0,36422.0,560.0,25215.0,,,,
15806,MO,63771,1190.0,1190.0,56110.0,1030.0,40607.0,,,,
15807,MO,63775,7840.0,7840.0,374256.0,6600.0,277057.0,jackson street brew co.,106 n jackson st,Perryville,MO
15808,MO,63780,2820.0,2820.0,134167.0,2420.0,102273.0,,,,
15809,MO,63781,500.0,500.0,22556.0,410.0,17667.0,,,,
15810,MO,63784,100.0,100.0,3155.0,80.0,2352.0,,,,
15811,MO,63785,400.0,400.0,20953.0,330.0,15304.0,,,,
15812,MO,63787,250.0,250.0,8915.0,210.0,6728.0,,,,
15813,MO,63801,9990.0,9990.0,534395.0,8410.0,309892.0,,,,
15814,MO,63821,260.0,260.0,8750.0,230.0,6268.0,,,,
15815,MO,63822,1120.0,1120.0,45552.0,940.0,30380.0,,,,
15816,MO,63823,480.0,480.0,18654.0,420.0,12872.0,,,,
15817,MO,63825,1680.0,1680.0,74451.0,1370.0,51624.0,,,,
15818,MO,63827,180.0,180.0,7801.0,170.0,5459.0,,,,
15819,MO,63828,110.0,110.0,2894.0,100.0,2607.0,,,,
15820,MO,63829,360.0,360.0,12251.0,310.0,8716.0,,,,
15821,MO,63830,2400.0,2400.0,102370.0,2040.0,68166.0,,,,
15822,MO,63834,2140.0,2140.0,99714.0,1810.0,54516.0,,,,
15823,MO,63837,510.0,510.0,16061.0,450.0,12728.0,,,,
15824,MO,63839,190.0,190.0,9978.0,180.0,7772.0,,,,
15825,MO,63841,5590.0,5590.0,279587.0,4670.0,184870.0,,,,
15826,MO,63845,2130.0,2130.0,91321.0,1830.0,65315.0,,,,
15827,MO,63846,560.0,560.0,25088.0,460.0,17280.0,,,,
15828,MO,63848,440.0,440.0,18766.0,390.0,13052.0,,,,
15829,MO,63851,1440.0,1440.0,47856.0,1240.0,34388.0,,,,
15830,MO,63852,490.0,490.0,17875.0,430.0,13737.0,,,,
15831,MO,63855,380.0,380.0,16634.0,300.0,12058.0,,,,
15832,MO,63857,4540.0,4540.0,197442.0,3800.0,134597.0,,,,
15833,MO,63862,540.0,540.0,17145.0,460.0,12102.0,,,,
15834,MO,63863,2160.0,2160.0,79630.0,1820.0,55543.0,,,,
15835,MO,63866,160.0,160.0,5598.0,140.0,4099.0,,,,
15836,MO,63867,410.0,410.0,15844.0,340.0,11191.0,,,,
15837,MO,63868,200.0,200.0,5309.0,170.0,4250.0,,,,
15838,MO,63869,1430.0,1430.0,63348.0,1200.0,40351.0,,,,
15839,MO,63870,330.0,330.0,11292.0,270.0,7414.0,,,,
15840,MO,63873,1870.0,1870.0,84343.0,1600.0,56787.0,,,,
15841,MO,63874,160.0,160.0,6472.0,150.0,4645.0,,,,
15842,MO,63876,750.0,750.0,34071.0,650.0,22387.0,,,,
15843,MO,63877,1250.0,1250.0,60101.0,1050.0,40742.0,,,,
15844,MO,63879,250.0,250.0,9867.0,220.0,6328.0,,,,
15845,MO,63882,150.0,150.0,3559.0,130.0,2725.0,,,,
15846,MO,63901,13430.0,13430.0,609525.0,11100.0,416180.0,bronze owl brewing,506 vine st,Poplar Bluff,MO
15847,MO,63932,470.0,470.0,16999.0,380.0,12720.0,,,,
15848,MO,63933,1290.0,1290.0,50125.0,1070.0,35396.0,,,,
15849,MO,63935,3470.0,3470.0,126439.0,2870.0,89133.0,,,,
15850,MO,63936,270.0,270.0,34041.0,230.0,9053.0,,,,
15851,MO,63937,1090.0,1090.0,41489.0,900.0,31175.0,,,,
15852,MO,63939,550.0,550.0,19626.0,440.0,14491.0,,,,
15853,MO,63940,520.0,510.0,15131.0,400.0,12134.0,,,,
15854,MO,63941,140.0,140.0,4271.0,100.0,2517.0,,,,
15855,MO,63942,190.0,190.0,6412.0,150.0,4752.0,,,,
15856,MO,63943,280.0,280.0,9620.0,220.0,6864.0,,,,
15857,MO,63944,560.0,560.0,19417.0,440.0,14358.0,,,,
15858,MO,63945,500.0,500.0,20616.0,410.0,15545.0,,,,
15859,MO,63951,110.0,110.0,2862.0,70.0,2010.0,,,,
15860,MO,63952,100.0,100.0,3621.0,80.0,1967.0,,,,
15861,MO,63953,600.0,600.0,20829.0,530.0,16633.0,,,,
15862,MO,63954,390.0,390.0,12789.0,320.0,7824.0,,,,
15863,MO,63955,120.0,120.0,4131.0,100.0,3057.0,,,,
15864,MO,63956,350.0,350.0,12346.0,260.0,8731.0,,,,
15865,MO,63957,2060.0,2060.0,70833.0,1660.0,51578.0,,,,
15866,MO,63960,1150.0,1150.0,45740.0,940.0,34003.0,,,,
15867,MO,63961,570.0,570.0,23077.0,430.0,13617.0,,,,
15868,MO,63964,240.0,240.0,8332.0,190.0,5516.0,,,,
15869,MO,63965,1120.0,1120.0,42578.0,870.0,28364.0,,,,
15870,MO,63966,910.0,910.0,31359.0,700.0,21703.0,,,,
15871,MO,63967,750.0,750.0,33182.0,620.0,24276.0,,,,
15872,MO,64001,310.0,310.0,15450.0,230.0,8937.0,,,,
15873,MO,64011,1490.0,1490.0,87292.0,1210.0,64665.0,,,,
15874,MO,64012,12800.0,12800.0,840416.0,10790.0,543394.0,,,,
15875,MO,64014,12340.0,12340.0,726300.0,10720.0,566035.0,,,,
15876,MO,64015,15530.0,15530.0,978228.0,13100.0,715335.0,east forty brewing,1201 w main st,Blue Springs,MO
15877,MO,64016,2120.0,2120.0,115165.0,1810.0,87853.0,,,,
15878,MO,64017,190.0,190.0,9199.0,150.0,7226.0,,,,
15879,MO,64018,410.0,410.0,32590.0,330.0,20174.0,,,,
15880,MO,64019,1050.0,1050.0,53602.0,820.0,38521.0,,,,
15881,MO,64020,1600.0,1600.0,75745.0,1310.0,55060.0,,,,
15882,MO,64021,290.0,290.0,12622.0,240.0,8355.0,,,,
15883,MO,64024,7200.0,7200.0,358725.0,5990.0,270023.0,atlas saloon brewery,100 w broadway st,Excelsior Springs,MO
15884,MO,64024,7200.0,7200.0,358725.0,5990.0,270023.0,dubious claims brewing,451 s thompson ave,Excelsior Springs,MO
15885,MO,64029,8360.0,8360.0,577641.0,7290.0,433132.0,,,,
15886,MO,64030,12010.0,12010.0,468905.0,10590.0,376228.0,,,,
15887,MO,64034,3890.0,3890.0,351299.0,3350.0,259052.0,,,,
15888,MO,64035,410.0,410.0,20687.0,330.0,14286.0,,,,
15889,MO,64036,120.0,120.0,3907.0,110.0,3374.0,,,,
15890,MO,64037,2670.0,2670.0,136526.0,2160.0,89781.0,arcadian moon,19203 old highway 40,Higginsville,MO
15891,MO,64040,2810.0,2810.0,139003.0,2270.0,104396.0,,,,
15892,MO,64048,2030.0,2030.0,141984.0,1680.0,105806.0,,,,
15893,MO,64050,9540.0,9540.0,343844.0,8050.0,277429.0,,,,
15894,MO,64052,9760.0,9760.0,358866.0,8150.0,283659.0,,,,
15895,MO,64053,2290.0,2290.0,68291.0,2000.0,58071.0,,,,
15896,MO,64054,1700.0,1700.0,60018.0,1430.0,46570.0,,,,
15897,MO,64055,18050.0,18050.0,853460.0,14260.0,605311.0,apex aleworks,4356 noland rd,Independence,MO
15898,MO,64056,7540.0,7540.0,350375.0,6550.0,281603.0,,,,
15899,MO,64057,7010.0,7010.0,407081.0,5620.0,283495.0,,,,
15900,MO,64058,3050.0,3050.0,155563.0,2630.0,123722.0,,,,
15901,MO,64060,6910.0,6910.0,586446.0,5830.0,413028.0,,,,
15902,MO,64061,1540.0,1540.0,92843.0,1250.0,69325.0,,,,
15903,MO,64062,2850.0,2850.0,163527.0,2400.0,127982.0,,,,
15904,MO,64063,10480.0,10480.0,609268.0,9050.0,476934.0,fringe beerworks,224 se douglas st,Lees Summit,MO
15905,MO,64063,10480.0,10480.0,609268.0,9050.0,476934.0,smoke brewing company,209 se main st.,Lees Summit,MO
15906,MO,64064,8920.0,8920.0,932130.0,7410.0,625145.0,,,,
15907,MO,64067,2420.0,2420.0,115454.0,1980.0,78345.0,,,,
15908,MO,64068,16890.0,16890.0,1202478.0,14250.0,866581.0,,,,
15909,MO,64070,1670.0,1670.0,120287.0,1360.0,89744.0,,,,
15910,MO,64071,350.0,350.0,16688.0,280.0,12606.0,,,,
15911,MO,64074,320.0,320.0,18923.0,250.0,13569.0,,,,
15912,MO,64075,5540.0,5540.0,310667.0,4650.0,226352.0,,,,
15913,MO,64076,4250.0,4250.0,220669.0,3530.0,168843.0,,,,
15914,MO,64077,790.0,790.0,40944.0,660.0,31820.0,,,,
15915,MO,64078,4390.0,4390.0,280923.0,3710.0,208506.0,,,,
15916,MO,64079,6610.0,6610.0,514602.0,5740.0,382633.0,,,,
15917,MO,64080,6300.0,6300.0,403739.0,5240.0,301599.0,,,,
15918,MO,64081,11730.0,11730.0,1007712.0,9300.0,720213.0,,,,
15919,MO,64082,7390.0,7390.0,678551.0,6340.0,504009.0,,,,
15920,MO,64083,11030.0,11030.0,757011.0,9000.0,572454.0,,,,
15921,MO,64084,670.0,670.0,34182.0,560.0,27488.0,,,,
15922,MO,64085,4000.0,4000.0,199123.0,3260.0,142259.0,,,,
15923,MO,64086,11090.0,11090.0,894093.0,9610.0,657727.0,new axiom brewing company,949 ne columbus st,Lees Summit,MO
15924,MO,64088,610.0,610.0,34238.0,490.0,24775.0,,,,
15925,MO,64089,6220.0,6220.0,470867.0,5270.0,359784.0,,,,
15926,MO,64093,10880.0,10880.0,556883.0,9310.0,395656.0,,,,
15927,MO,64096,450.0,450.0,23606.0,350.0,15401.0,,,,
15928,MO,64097,610.0,610.0,29537.0,520.0,22803.0,,,,
15929,MO,64098,1360.0,1360.0,95825.0,1120.0,64191.0,weston brewing co / o'malley's pub,500 welt st,Weston,MO
15930,MO,64105,3410.0,3410.0,209744.0,3250.0,189808.0,,,,
15931,MO,64106,3520.0,3520.0,180802.0,3220.0,147937.0,strange days brewing co,316 oak st,Kansas City,MO
15932,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,border brewing company,406 e 18th st,Kansas City,MO
15933,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,boulevard brewing co,2501 southwest blvd,Kansas City,MO
15934,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,brewery emperial,1829 oak st,Kansas City,MO
15935,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,casual animal,1725 mcgee st,Kansas City,MO
15936,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,city barrel brewing co,1740 holmes rd,Kansas City,MO
15937,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,double shift brewing,412 e 18th st,Kansas City,MO
15938,MO,64108,4390.0,4390.0,353189.0,3830.0,232858.0,torn label brewing company,1708 campbell st,Kansas City,MO
15939,MO,64109,4500.0,4500.0,180299.0,4030.0,138175.0,,,,
15940,MO,64110,6930.0,6930.0,322828.0,6100.0,257583.0,bks artisan ales,633 e 63rd st,Kansas City,MO
15941,MO,64111,9430.0,9430.0,548324.0,8400.0,409990.0,green room burgers & beer,4010 pennsylvania ave,Kansas City,MO
15942,MO,64112,4840.0,4840.0,927096.0,3990.0,417763.0,,,,
15943,MO,64113,5930.0,5930.0,1117447.0,4750.0,658230.0,,,,
15944,MO,64114,13170.0,13170.0,848306.0,10730.0,608869.0,kansas city bier company,310 w 79th st,Kansas City,MO
15945,MO,64116,9120.0,9120.0,530086.0,7560.0,369260.0,big rip brewing company,216 e 9th ave,North Kansas City,MO
15946,MO,64116,9120.0,9120.0,530086.0,7560.0,369260.0,calibration brewery,119 armour rd,Kansas City,MO
15947,MO,64116,9120.0,9120.0,530086.0,7560.0,369260.0,callsign brewing,1447 gentry st,Kansas City,MO
15948,MO,64116,9120.0,9120.0,530086.0,7560.0,369260.0,cinder block brewery,110 e 18th ave,North Kansas City,MO
15949,MO,64117,6960.0,6960.0,273182.0,6110.0,230547.0,,,,
15950,MO,64118,20960.0,20960.0,1014717.0,17860.0,794869.0,,,,
15951,MO,64119,15170.0,15170.0,910148.0,12860.0,648260.0,,,,
15952,MO,64120,160.0,160.0,4955.0,120.0,3698.0,,,,
15953,MO,64123,3990.0,3990.0,119831.0,3530.0,100801.0,,,,
15954,MO,64124,4410.0,4410.0,121027.0,3940.0,104132.0,,,,
15955,MO,64125,640.0,640.0,17146.0,560.0,14845.0,,,,
15956,MO,64126,2080.0,2080.0,53335.0,1890.0,46317.0,,,,
15957,MO,64127,6100.0,6100.0,161325.0,5410.0,135585.0,,,,
15958,MO,64128,4440.0,4440.0,109694.0,3880.0,91862.0,,,,
15959,MO,64129,3980.0,3980.0,131645.0,3460.0,105847.0,,,,
15960,MO,64130,8780.0,8780.0,235272.0,7460.0,186954.0,,,,
15961,MO,64131,10390.0,10390.0,490920.0,9060.0,388368.0,,,,
15962,MO,64132,5660.0,5660.0,150892.0,4970.0,125882.0,,,,
15963,MO,64133,16970.0,16970.0,767248.0,14190.0,581636.0,crane brewing company,6515 railroad st,Raytown,MO
15964,MO,64134,9780.0,9780.0,338208.0,8570.0,274160.0,,,,
15965,MO,64136,970.0,970.0,44159.0,830.0,34385.0,,,,
15966,MO,64137,4720.0,4720.0,192290.0,4070.0,149282.0,,,,
15967,MO,64138,12320.0,12320.0,515549.0,10520.0,398571.0,,,,
15968,MO,64139,870.0,870.0,72967.0,770.0,55586.0,,,,
15969,MO,64145,2640.0,2640.0,262969.0,1820.0,133525.0,martin city brewing company,410 e 135th st,Kansas City,MO
15970,MO,64146,760.0,760.0,44239.0,570.0,31765.0,,,,
15971,MO,64147,150.0,150.0,2075.0,140.0,1733.0,,,,
15972,MO,64149,190.0,190.0,15501.0,130.0,9859.0,,,,
15973,MO,64150,1660.0,1660.0,102711.0,1440.0,78865.0,,,,
15974,MO,64151,13320.0,13320.0,915075.0,11350.0,687178.0,,,,
15975,MO,64152,13450.0,13450.0,1471252.0,11590.0,967904.0,,,,
15976,MO,64153,2810.0,2810.0,194683.0,2450.0,156854.0,granite city food & brewery (#11),8461 nw prairie view rd,Kansas City,MO
15977,MO,64154,5510.0,5510.0,430258.0,4710.0,319840.0,,,,
15978,MO,64155,12260.0,12260.0,866412.0,10790.0,697861.0,,,,
15979,MO,64156,2850.0,2850.0,232175.0,2580.0,192694.0,,,,
15980,MO,64157,8690.0,8690.0,873609.0,7880.0,709342.0,,,,
15981,MO,64158,2800.0,2800.0,194373.0,2520.0,159276.0,,,,
15982,MO,64161,200.0,200.0,9073.0,160.0,6909.0,amerisports brew pub,3200 ameristar dr,Kansas City,MO
15983,MO,64163,460.0,460.0,18675.0,410.0,15942.0,,,,
15984,MO,64164,120.0,120.0,11909.0,110.0,6505.0,,,,
15985,MO,64165,120.0,120.0,9284.0,110.0,7507.0,,,,
15986,MO,64166,140.0,140.0,10850.0,100.0,8020.0,,,,
15987,MO,64167,160.0,160.0,16695.0,150.0,12832.0,,,,
15988,MO,64401,680.0,680.0,45040.0,580.0,32227.0,,,,
15989,MO,64402,1020.0,1020.0,44527.0,850.0,30824.0,,,,
15990,MO,64421,410.0,410.0,18032.0,360.0,14570.0,,,,
15991,MO,64422,150.0,150.0,6481.0,110.0,4980.0,,,,
15992,MO,64423,320.0,320.0,17231.0,260.0,12125.0,,,,
15993,MO,64424,1880.0,1880.0,75409.0,1450.0,48244.0,,,,
15994,MO,64426,140.0,140.0,4326.0,110.0,3348.0,,,,
15995,MO,64427,250.0,250.0,11944.0,210.0,8803.0,,,,
15996,MO,64428,380.0,380.0,16743.0,270.0,9765.0,,,,
15997,MO,64429,4350.0,4350.0,212773.0,3560.0,160737.0,,,,
15998,MO,64430,350.0,350.0,18003.0,270.0,12879.0,,,,
15999,MO,64431,160.0,160.0,6396.0,130.0,4510.0,,,,
16000,MO,64434,230.0,230.0,10871.0,210.0,7815.0,,,,
16001,MO,64436,370.0,370.0,23537.0,310.0,17855.0,,,,
16002,MO,64437,280.0,280.0,11789.0,190.0,7406.0,,,,
16003,MO,64439,810.0,810.0,46875.0,660.0,34326.0,,,,
16004,MO,64440,330.0,330.0,19071.0,290.0,13942.0,,,,
16005,MO,64442,330.0,330.0,11276.0,270.0,9211.0,,,,
16006,MO,64443,530.0,530.0,29778.0,390.0,19470.0,,,,
16007,MO,64444,630.0,630.0,40459.0,530.0,27982.0,,,,
16008,MO,64445,110.0,110.0,4668.0,90.0,3318.0,,,,
16009,MO,64446,480.0,480.0,25880.0,380.0,14528.0,,,,
16010,MO,64448,500.0,500.0,34101.0,400.0,24653.0,,,,
16011,MO,64449,210.0,210.0,8782.0,170.0,7165.0,,,,
16012,MO,64451,180.0,180.0,7633.0,150.0,5824.0,,,,
16013,MO,64454,1110.0,1110.0,67127.0,930.0,50635.0,,,,
16014,MO,64455,170.0,170.0,8978.0,120.0,4234.0,,,,
16015,MO,64456,610.0,610.0,24308.0,470.0,16520.0,,,,
16016,MO,64457,130.0,130.0,6072.0,110.0,4421.0,,,,
16017,MO,64459,250.0,250.0,15413.0,210.0,10947.0,,,,
16018,MO,64461,350.0,350.0,15459.0,280.0,10349.0,,,,
16019,MO,64463,650.0,650.0,29519.0,530.0,20051.0,,,,
16020,MO,64465,1970.0,1970.0,104202.0,1650.0,83963.0,,,,
16021,MO,64466,240.0,240.0,9691.0,180.0,5774.0,,,,
16022,MO,64468,5330.0,5330.0,276986.0,4340.0,185300.0,,,,
16023,MO,64469,930.0,930.0,43010.0,750.0,31690.0,,,,
16024,MO,64470,690.0,690.0,38501.0,520.0,22782.0,,,,
16025,MO,64471,200.0,200.0,6550.0,150.0,4955.0,,,,
16026,MO,64473,630.0,630.0,35361.0,490.0,20971.0,,,,
16027,MO,64474,400.0,400.0,17267.0,310.0,12874.0,,,,
16028,MO,64475,160.0,160.0,7061.0,130.0,4955.0,,,,
16029,MO,64476,160.0,160.0,7653.0,120.0,4691.0,,,,
16030,MO,64477,1550.0,1550.0,96110.0,1220.0,61794.0,,,,
16031,MO,64479,360.0,360.0,15807.0,300.0,10991.0,,,,
16032,MO,64480,140.0,140.0,7195.0,120.0,5134.0,,,,
16033,MO,64481,400.0,400.0,13931.0,300.0,9873.0,,,,
16034,MO,64482,900.0,900.0,52677.0,710.0,32437.0,,,,
16035,MO,64483,290.0,290.0,14640.0,250.0,10999.0,,,,
16036,MO,64484,470.0,470.0,22223.0,390.0,17412.0,,,,
16037,MO,64485,3780.0,3780.0,202990.0,3180.0,154190.0,,,,
16038,MO,64486,170.0,170.0,5968.0,110.0,3717.0,,,,
16039,MO,64487,310.0,310.0,12242.0,240.0,7960.0,,,,
16040,MO,64489,830.0,830.0,43578.0,650.0,26883.0,,,,
16041,MO,64490,980.0,980.0,52295.0,780.0,38995.0,,,,
16042,MO,64491,830.0,830.0,41605.0,670.0,24759.0,,,,
16043,MO,64492,840.0,840.0,59608.0,690.0,42460.0,,,,
16044,MO,64493,270.0,270.0,13859.0,200.0,10622.0,,,,
16045,MO,64494,450.0,450.0,21146.0,370.0,16467.0,,,,
16046,MO,64497,250.0,250.0,10207.0,170.0,6978.0,,,,
16047,MO,64498,160.0,160.0,8426.0,110.0,4084.0,,,,
16048,MO,64501,4700.0,4700.0,152389.0,4220.0,124695.0,liberty cap brewing company,402 n 13th street,Saint Joseph,MO
16049,MO,64501,4700.0,4700.0,152389.0,4220.0,124695.0,river bluff brewing,1224 frederick ave,Saint Joseph,MO
16050,MO,64503,5710.0,5710.0,239630.0,4930.0,191791.0,,,,
16051,MO,64504,4770.0,4770.0,193483.0,4140.0,157911.0,,,,
16052,MO,64505,6170.0,6170.0,380635.0,5260.0,253825.0,,,,
16053,MO,64506,10080.0,10080.0,660882.0,8070.0,436119.0,,,,
16054,MO,64507,6030.0,6030.0,291517.0,5310.0,225529.0,,,,
16055,MO,64601,4990.0,4990.0,250138.0,4000.0,158206.0,,,,
16056,MO,64620,210.0,210.0,10228.0,150.0,7722.0,,,,
16057,MO,64622,260.0,260.0,10615.0,210.0,7877.0,,,,
16058,MO,64623,250.0,250.0,8978.0,180.0,5750.0,,,,
16059,MO,64624,640.0,640.0,27419.0,500.0,19948.0,,,,
16060,MO,64625,260.0,260.0,9745.0,180.0,6775.0,,,,
16061,MO,64628,2480.0,2480.0,107486.0,2000.0,73348.0,,,,
16062,MO,64630,230.0,230.0,8741.0,160.0,6087.0,,,,
16063,MO,64631,360.0,360.0,15151.0,250.0,9657.0,,,,
16064,MO,64632,280.0,280.0,10233.0,200.0,7356.0,,,,
16065,MO,64633,2260.0,2260.0,108330.0,1760.0,66227.0,river bottoms brewing company,12 w benton st,Carrollton,MO
16066,MO,64635,230.0,230.0,9572.0,190.0,6081.0,,,,
16067,MO,64636,100.0,100.0,3611.0,80.0,2638.0,,,,
16068,MO,64637,260.0,260.0,11083.0,180.0,7837.0,,,,
16069,MO,64638,240.0,240.0,9635.0,180.0,6406.0,,,,
16070,MO,64640,1350.0,1350.0,66301.0,1060.0,44364.0,,,,
16071,MO,64641,220.0,220.0,9047.0,170.0,6972.0,,,,
16072,MO,64642,340.0,340.0,14131.0,240.0,8965.0,,,,
16073,MO,64643,430.0,430.0,18240.0,330.0,13166.0,,,,
16074,MO,64644,1290.0,1290.0,57948.0,1050.0,42825.0,levi garrison & sons brewing company,105 w bird st,Hamilton,MO
16075,MO,64645,100.0,100.0,4289.0,80.0,2540.0,,,,
16076,MO,64646,110.0,110.0,4468.0,80.0,3223.0,,,,
16077,MO,64647,130.0,130.0,4460.0,90.0,2881.0,,,,
16078,MO,64648,710.0,710.0,28833.0,410.0,13498.0,,,,
16079,MO,64649,350.0,350.0,17180.0,300.0,12664.0,,,,
16080,MO,64650,270.0,270.0,12112.0,210.0,9036.0,,,,
16081,MO,64651,250.0,250.0,9750.0,180.0,6968.0,,,,
16082,MO,64652,170.0,170.0,6453.0,130.0,4850.0,,,,
16083,MO,64653,290.0,290.0,10965.0,220.0,7922.0,,,,
16084,MO,64657,140.0,140.0,6004.0,120.0,4075.0,,,,
16085,MO,64658,1390.0,1390.0,66521.0,1120.0,46317.0,,,,
16086,MO,64659,400.0,400.0,20002.0,320.0,13374.0,,,,
16087,MO,64660,210.0,210.0,12751.0,160.0,7362.0,,,,
16088,MO,64661,320.0,320.0,13584.0,250.0,9162.0,,,,
16089,MO,64664,130.0,130.0,5952.0,100.0,3623.0,,,,
16090,MO,64667,130.0,130.0,4496.0,100.0,3259.0,,,,
16091,MO,64668,610.0,610.0,33513.0,480.0,20059.0,,,,
16092,MO,64670,410.0,410.0,17131.0,300.0,11680.0,,,,
16093,MO,64671,870.0,870.0,48092.0,700.0,35432.0,,,,
16094,MO,64672,110.0,110.0,3992.0,70.0,2367.0,,,,
16095,MO,64673,960.0,960.0,42624.0,740.0,29515.0,,,,
16096,MO,64674,190.0,190.0,7765.0,150.0,5307.0,,,,
16097,MO,64679,270.0,270.0,10317.0,180.0,6843.0,,,,
16098,MO,64682,180.0,180.0,8689.0,150.0,6633.0,,,,
16099,MO,64683,3410.0,3410.0,153156.0,2650.0,98761.0,,,,
16100,MO,64686,100.0,100.0,3743.0,90.0,3048.0,,,,
16101,MO,64688,240.0,240.0,9301.0,170.0,5740.0,,,,
16102,MO,64689,270.0,270.0,9326.0,200.0,7264.0,,,,
16103,MO,64701,6730.0,6730.0,353609.0,5540.0,256402.0,,,,
16104,MO,64720,1720.0,1720.0,81797.0,1410.0,64054.0,,,,
16105,MO,64722,180.0,180.0,7631.0,140.0,5824.0,,,,
16106,MO,64723,250.0,250.0,10971.0,210.0,8907.0,,,,
16107,MO,64724,730.0,730.0,31259.0,510.0,18865.0,,,,
16108,MO,64725,1050.0,1050.0,55530.0,900.0,44731.0,,,,
16109,MO,64726,170.0,170.0,7772.0,140.0,5670.0,,,,
16110,MO,64728,210.0,210.0,8825.0,150.0,6299.0,,,,
16111,MO,64730,2920.0,2920.0,137428.0,2280.0,91269.0,,,,
16112,MO,64733,430.0,430.0,20274.0,330.0,14273.0,,,,
16113,MO,64734,920.0,920.0,63619.0,770.0,44140.0,,,,
16114,MO,64735,5700.0,5700.0,279634.0,4550.0,181429.0,,,,
16115,MO,64738,430.0,430.0,16229.0,300.0,10732.0,,,,
16116,MO,64739,450.0,450.0,22622.0,360.0,17262.0,,,,
16117,MO,64740,740.0,740.0,28709.0,530.0,18951.0,,,,
16118,MO,64741,110.0,110.0,4957.0,100.0,3378.0,,,,
16119,MO,64742,990.0,990.0,58642.0,800.0,40960.0,miami creek brewing company,14226 nw county road 14001,Drexel,MO
16120,MO,64743,160.0,160.0,6774.0,140.0,5963.0,,,,
16121,MO,64744,2980.0,2980.0,114417.0,2310.0,77747.0,,,,
16122,MO,64746,660.0,660.0,36836.0,540.0,26848.0,,,,
16123,MO,64747,1680.0,1680.0,87270.0,1370.0,64980.0,,,,
16124,MO,64748,560.0,560.0,21853.0,450.0,14796.0,,,,
16125,MO,64750,150.0,150.0,5467.0,120.0,4280.0,,,,
16126,MO,64752,300.0,300.0,12668.0,230.0,9766.0,,,,
16127,MO,64755,1060.0,1060.0,52030.0,890.0,36215.0,,,,
16128,MO,64756,230.0,230.0,7398.0,180.0,5129.0,,,,
16129,MO,64759,3330.0,3330.0,146121.0,2670.0,95533.0,,,,
16130,MO,64761,570.0,570.0,24791.0,460.0,17731.0,,,,
16131,MO,64762,630.0,630.0,27739.0,490.0,19228.0,,,,
16132,MO,64763,540.0,540.0,18469.0,390.0,12141.0,,,,
16133,MO,64767,330.0,330.0,13156.0,270.0,10272.0,,,,
16134,MO,64769,210.0,210.0,7395.0,170.0,5753.0,,,,
16135,MO,64770,440.0,450.0,18654.0,340.0,12799.0,,,,
16136,MO,64771,240.0,240.0,10117.0,190.0,7762.0,,,,
16137,MO,64772,5380.0,5380.0,233253.0,4300.0,160967.0,,,,
16138,MO,64776,1400.0,1400.0,56353.0,1030.0,34978.0,,,,
16139,MO,64778,210.0,210.0,10400.0,140.0,5515.0,,,,
16140,MO,64779,840.0,840.0,36048.0,670.0,23739.0,,,,
16141,MO,64780,230.0,230.0,9473.0,170.0,5650.0,,,,
16142,MO,64783,280.0,280.0,9511.0,230.0,7578.0,,,,
16143,MO,64784,570.0,570.0,22576.0,450.0,16215.0,,,,
16144,MO,64788,580.0,580.0,26611.0,480.0,19125.0,,,,
16145,MO,64790,350.0,350.0,13982.0,290.0,9535.0,,,,
16146,MO,64801,14210.0,14210.0,649460.0,12390.0,466134.0,,,,
16147,MO,64804,15280.0,15280.0,925617.0,13000.0,632382.0,,,,
16148,MO,64830,260.0,260.0,11262.0,250.0,9759.0,,,,
16149,MO,64831,2330.0,2330.0,97297.0,2020.0,77781.0,,,,
16150,MO,64832,310.0,310.0,13607.0,250.0,9831.0,,,,
16151,MO,64834,4180.0,4180.0,249648.0,3600.0,195566.0,,,,
16152,MO,64835,780.0,780.0,25652.0,680.0,21680.0,,,,
16153,MO,64836,10040.0,10040.0,552189.0,8470.0,362010.0,,,,
16154,MO,64840,1240.0,1240.0,57828.0,1040.0,44509.0,,,,
16155,MO,64841,470.0,470.0,16022.0,420.0,13868.0,,,,
