,Brewery,Address,City,State,ZIP Code
445,brewyard beer company llc,906 western ave,Glendale,CA,91201.0
446,british bulldog brewery,14540 camaren park dr,Chico,CA,95973.0
447,brouwerij west,110 e 22nd st,San Pedro,CA,90731.0
448,bruehol brewing llc,4828 e 2nd st,Benicia,CA,94510.0
449,bruery terreux,1174 n grove st,Anaheim,CA,92806.0
450,"bruery, the",717 dunn way,Placentia,CA,92870.0
451,buffalo bills brewery,1082 b st,Hayward,CA,94541.0
452,burgeon beer company,6350 yarrow dr ste c,Carlsbad,CA,92011.0
453,burnin daylight brewing company,24516 narbonne avenue ste 100,Lomita,CA,90717.0
454,burning barrel brewing company,11210 sun center dr ste b,Rancho Cordova,CA,95670.0
455,burning beard brewing,785 vernon way,El Cajon,CA,92020.0
457,calexico brewing company,2320 m l king st,Calexico,CA,92231.0
458,calicraft brewing co,2700 mitchell dr bldg 2,Walnut Creek,CA,94598.0
460,california wild ales,4202 sorrento valley blvd,San Diego,CA,92121.0
461,camino brewing co llc,718 s 1st st,San Jose,CA,95113.0
462,campbell brewing co,200 e campbell ave,Campbell,CA,95008.0
466,canyon lakes golf course & brewery,640 bollinger canyon way,San Ramon,CA,94582.0
467,captain fatty's,6483 calle real ste d,Goleta,CA,93117.0
468,carmel craft brewing co,big sur barn 3777 the barnyard,Carmel,CA,93923.0
470,casa agria specialty ales,701 del norte blvd ste 310,Oxnard,CA,93030.0
471,catalina island brew house,417 crescent ave,Avalon,CA,90704.0
472,cavu brewing,7536 fay ave,La Jolla,CA,92037.0
473,cedar crest brewing and wine bar,615 main st,Red Bluff,CA,96080.0
474,cellarmaker brewing company,1150 howard st,San Francisco,CA,94103.0
475,central coast brewing co - higuera st.,6 higuera st.,San Luis Obispo,CA,93401.0
476,central coast brewing co - monterey st.,1422 monterey st ste b100,San Luis Obispo,CA,93401.0
478,channel brewing co.,110 n san joaquin st,Stockton,CA,95209.0
479,chapman crafted beer,123 n cypress st,Orange,CA,92866.0
482,chino valley brewery,"1609 e. grove ave, unit 109",Ontario,CA,91761.0
483,chula vista brewery,294 third ave,Chula Vista,CA,91910.0
484,circle 9 brewing,7292 opportunity rd ste c,San Diego,CA,92111.0
485,cismontane brewing co,1409 e warner ave ste c,Santa Ana,CA,92705.0
486,citizen brewers,5837 mission gorge rd ste a,San Diego,CA,92120.0
488,claimstake brewing company,11366 monier park pl,Rancho Cordova,CA,95742.0
489,clandestine brewing,980 s 1st ste b,San Jose,CA,95110.0
490,claremont craft ales,1420 n claremont blvd ste 204c,Claremont,CA,91711.0
491,cleophus quealy beer company,448 hester st,San Leandro,CA,94577.0
492,cloverdale ale company's ruth mcgowan's brewpub,131 e 1st st,Cloverdale,CA,95425.0
493,coachella valley brewing co,30-640 gunther st,Thousand Palms,CA,92276.0
494,cold water brewery and grill,2544 lake tahoe blvd,South Lake Tahoe,CA,96150.0
495,common space brewery,3411 w el segundo blvd,Hawthorne,CA,90250.0
496,concrete jungle brewing project,4561 market st,Ventura,CA,93003.0
497,congregation ales,619 n azusa ave ste c,Azusa,CA,91702.0
498,constellation brands,9045 caroll way,San Diego,CA,92121.0
499,cool beerwerks,5020 ellinghouse dr,Cool,CA,95614.0
500,cooperage brewing co.,981 airway ct ste g,Santa Rosa,CA,95403.0
501,coronado brewing co,170 orange ave,Coronado,CA,92118.0
503,coronado brewing company imperial beach,875 seacoast drive,Imperial Beach,CA,91932.0
504,corralitos brewing co,2536 freedom blvd,Watsonville,CA,95076.0
505,cosmic brewery,20316 gramercy pl,Torrance,CA,90501.0
506,craft brewing company,530 crane st,Lake Elsinore,CA,92530.0
507,craftsman brewing co,1260 lincoln ave ste 100,Pasadena,CA,91103.0
508,creative creature brewing company,110 n magnolia ave,El Cajon,CA,92020.0
509,crooked goat brewing,120 morris st ste 120,Sebastopol,CA,95472.0
510,crooked lane brewing co,536 grass valley hwy,Auburn,CA,95603.0
511,crusader brewing company,5880 district blvd ste 18,Bakersfield,CA,93313.0
512,culture brewing co,111 s cedros ave ste 200,Solana Beach,CA,92075.0
513,culver beer company,2719 loker ave w ste d,Carlsbad,CA,92010.0
514,danville brewing company,200 railroad ave ste a,Danville,CA,94526.0
516,dead oak brewing company,5925 entrada ave,Atascadero,CA,93422.0
517,deans brothers brewing co.,1006 s hathaway st,Santa Ana,CA,92705.0
518,death valley brewing,102 old spanish trail hwy,Tecopa,CA,92389.0
519,deft brewing,5328 banks st,San Diego,CA,92110.0
520,del cielo brewing co.,701 escobar st ste a,Martinez,CA,94553.0
522,delicious science brewing,11626 sterling ave ste g,Riverside,CA,92503.0
523,dempsey's restaurant and brewery,50 e washington st,Petaluma,CA,94952.0
524,desert barn brewing co.,11352 hesperia rd ste b,Hesperia,CA,92345.0
525,device brewing company,8166 14th ave,Sacramento,CA,95826.0
526,devil's canyon brewing company,935 washington st,San Carlos,CA,94070.0
527,dfamle enterprises lp (dba four sons brewing),18421 gothard st ste 100,Huntington Beach,CA,92648.0
528,diamond mountain brewery,900 skyline dr,Susanville,CA,96130.0
529,dionysus brewing co.,6201 schirra ct ste 13,Bakersfield,CA,93313.0
530,discretion brewing,2703 41st ave ste a& # b,Soquel,CA,95073.0
532,diving dog brewhouse,1802 telegraph ave,Oakland,CA,94612.0
533,division 23 brewing,7408 trade st,San Diego,CA,92121.0
534,docent brewing,33049 calle aviador ste c,San Juan Capistrano,CA,92675.0
535,dos desperados brewery,1241 linda vista dr,San Marcos,CA,92078.0
536,double peak brewing company,1801 diamond st ste 101,San Marcos,CA,92078.0
537,downtown joes brewery and restaurant,902 main st,Napa,CA,94559.0
538,dr jekyll's craft beer,825 cambridge ct,Pasadena,CA,91107.0
539,dragon's tale brewery,8920 vernon ave ste 122,Montclair,CA,91763.0
540,drake's brewing co,1933 davis st ste 177,San Leandro,CA,94577.0
542,draughtsmen aleworks,53 santa felicia dr,Goleta,CA,93117.0
543,dreaming dog brewery,2501 w taron ct,Elk Grove,CA,95757.0
544,dry river brewing,671 s anderson st,Los Angeles,CA,90023.0
546,duck foot brewing co.,8920 kenamar dr ste 210,San Diego,CA,92121.0
547,dudes' brewing co,1840 west 208th street,Torrance,CA,90501.0
548,dueling dogs brewing company,3030 barrett park ln,Lincoln,CA,95648.0
549,dunbar brewing,2200 el camino real,Santa Margarita,CA,93453.0
550,dunloe brewing llc,1606 olive dr,Davis,CA,95616.0
551,dunsmuir brewery works,5701 dunsmuir ave,Dunsmuir,CA,96025.0
552,dust bowl brewing co,3000 fulkerth rd,Turlock,CA,95380.0
553,dutch's brewhouse,4244 atlantic ave,Long Beach,CA,90807.0
554,e.j. phair brewing co,2151 salvio st ste l,Concord,CA,94520.0
555,e.j. phair brewing co.,300 cumberland st,Pittsburg,CA,94565.0
556,eagle rock brewery,3056 roswell st,Los Angeles,CA,90065.0
557,earth and fire brewing company,825 riverside ave ste 1,Paso Robles,CA,93446.0
558,east brother beer company,1001 canal blvd # c-2,Richmond,CA,94804.0
559,east cliff brewing company,21517 e cliff dr,Santa Cruz,CA,95062.0
560,ebullition brew works,2449 cades way ste d,Vista,CA,92081.0
561,eckert malting and brewing co,2280 ivy st ste 130,Chico,CA,95928.0
562,eel river brewing co,1777 alamar way,Fortuna,CA,95540.0
563,eel river brewing co - facility and warehouse,600 k bridge st,Scotia,CA,95565.0
564,eight bridges brewing,332 earhart way,Livermore,CA,94551.0
565,einstok beer company,12910 culver blvd ste d,Los Angeles,CA,90066.0
566,el dorado brewing co,6051 enterprise dr,Diamond Springs,CA,95619.0
567,el segundo brewing co,140 main st,El Segundo,CA,90245.0
568,electric brewing co,41537 cherry st,Murrieta,CA,92562.0
569,elevation 66 brewing co,10082 san pablo ave,El Cerrito,CA,94530.0
570,elkhorn slough brewing company,65 hangar way unit d,Watsonville,CA,95076.0
571,embarcadero brewing company,340 w 26th st ste d,National City,CA,91950.0
572,enegren brewing co,444 zachary st unit 120,Moorpark,CA,93021.0
573,english ales brewery,223 reindollar ave ste a,Marina,CA,93933.0
574,epidemic ales,150 mason circle stes i&j,Concord,CA,94520.0
575,eppig brewing,3052 el cajon blvd ste 103,San Diego,CA,92104.0
576,escape craft brewery,721 nevada st ste 401,Redlands,CA,92373.0
577,escondido brewing company,649 rock springs rd,Escondido,CA,92025.0
578,etna brewing co,131 callahan street,Etna,CA,96027.0
579,euryale brewing co,2060 chicago ave ste a17,Riverside,CA,92507.0
580,evans brewing co / bayhawk ales,2440 railroad st,Corona,CA,92880.0
581,faction brewing co,2501 monarch st ste 200,Alameda,CA,94501.0
582,fair oaks brew pub,7988 california ave,Fair Oaks,CA,95628.0
583,fall brewing company,4542 30th st,San Diego,CA,92116.0
584,fall river brewing company,4001 eastside rd,Redding,CA,96001.0
585,farmers brewing co,880 county rd ww,Princeton,CA,95970.0
586,faultline brewing co,1235 oakmead pkwy,Sunnyvale,CA,94085.0
587,feather falls brewing co,3 alverda dr,Oroville,CA,95966.0
588,federation brewing,420 3rd st unit a,Oakland,CA,94607.0
589,ferment.drink.repeat,2636 san bruno ave,San Francisco,CA,94134.0
590,fieldwork brewing co,1160 6th st,Berkeley,CA,94710.0
591,fiftyfifty brewing co,11197 brockway rd spc 1,Truckee,CA,96161.0
593,figueroa mountain brewing,45 industrial way,Buellton,CA,93427.0
594,figueroa mountain brewing - arroyo grande,1462 e grand ave,Arroyo Grande,CA,93420.0
595,figueroa mountain brewing - santa barbara,137 anacapa st ste f,Santa Barbara,CA,93101.0
596,figueroa mountain brewing - westlake village,30770 russell ranch rd ste e& # f,Westlake Village,CA,91362.0
597,final draft brewing company,1600 california st,Redding,CA,96001.0
598,fireman's brew,6433 topanga canyon blvd # 189,Woodland Hills,CA,91303.0
599,firestone walker barrelworks,620 mcmurray rd,Buellton,CA,93427.0
600,firestone walker brewing co,1400 ramada dr,Paso Robles,CA,93446.0
603,five suns brewing,701 escobar st ste c,Martinez,CA,94553.0
604,five threads brewing company,31133 via colinas ste 109,Westlake Village,CA,91362.0
605,five window beer co,9 w locust st,Lodi,CA,95240.0
606,flat fish brewing,126 n wood rd ste 104,Camarillo,CA,93010.0
607,flatland brewing company,9183 survey rd ste 104,Elk Grove,CA,95624.0
608,fogbelt brewing co,1305 cleveland ave,Santa Rosa,CA,95401.0
609,fort point beer,701 haight st,San Francisco,CA,94117.0
610,fort point beer company,644 mason st,San Francisco,CA,94129.0
611,fort rock brewing,12401 folsom blvd ste 110,Rancho Cordova,CA,95742.0
612,fossil fuels brewing co,45928 omega dr,Fremont,CA,94539.0
613,fountainhead brewing co,4621 24th st,Sacramento,CA,95822.0
615,freewheel brewing co,3736 florence st (marsh manor),Redwood City,CA,94063.0
616,frogtown brewery,2931 gilroy st,Los Angeles,CA,90039.0
617,full circle brewing co,620 f st,Fresno,CA,93706.0
619,gamecraft brewing,23301 avenida de la carlota ste c,Laguna Hills,CA,92653.0
620,garage brewing company,26015 jefferson ave.  ste d,Murrieta,CA,92562.0
621,gbc,26015 jefferson ave ste d,Murrieta,CA,92562.0
622,geartooth alewerks,1635 s 7th st,San Jose,CA,95112.0
623,ghost town brewing,1960 adeline st,Oakland,CA,94607.0
624,ghostwood beer company,965 brewster ave,Redwood City,CA,94063.0
625,gilman brewing company,912 gilman st,Berkeley,CA,94710.0
626,goathouse brewing co.,600 wise rd,Lincoln,CA,95648.0
627,gold hill brewery,5660 vineyard ln,Placerville,CA,95667.0
628,golden road brewing,5430 w san fernando rd,Los Angeles,CA,90039.0
630,golden road brewing co,1830 l st,Sacramento,CA,95811.0
631,golden state brew and grill,7560 monterey rd ste 100,Gilroy,CA,95020.0
632,golden state brewery,1252 memorex dr,Santa Clara,CA,95050.0
633,gordon biersch brewery restaurant - burbank,145 s san fernando blvd,Burbank,CA,91502.0
634,gordon biersch brewery restaurant - san diego,5010 mission center rd,San Diego,CA,92108.0
635,gordon biersch brewing co,357 e taylor st,San Jose,CA,95112.0
636,grass valley brewing co.,141 e main st,Grass Valley,CA,95945.0
637,gravity heights,9920 pacific heights blvd,San Diego,CA,92121.0
638,gravsouth brewing co.,7950 redwood dr ste 15,Cotati,CA,94931.0
639,great beer co,21119 superior st,Chatsworth,CA,91311.0
640,great change brewing,4200 resnik ct,Bakersfield,CA,93313.0
641,green cheek beer company,2294 n batavia st ste c,Orange,CA,92865.0
644,gridlock brewing co,2659 pickfair lane,Livermore,CA,94551.0
645,grillin & chillin alehouse,401 mccray st # b24,Hollister,CA,95023.0
646,groundswell brewing co,10151 prospect ave,Santee,CA,92071.0
647,g's hard ginger beer,661 stanton drive,St Helena,CA,94574.0
648,guadalupe brewery,5674 el camino real ste d,Carlsbad,CA,92008.0
649,gunwhale ales,2960 randolph ave unit a,Costa Mesa,CA,92626.0
651,half door brewing company,903 island ave,San Diego,CA,92101.0
652,half moon bay brewing co,390 capistrano road,Half Moon Bay,CA,94019.0
653,hamilton family brewery,9757 7th st ste 802,Rancho Cucamonga,CA,91730.0
654,hand-brewed beer,9771 variel ave,Chatsworth,CA,91311.0
655,hangar 24 craft brewery,1710 sessums dr,Redlands,CA,92374.0
656,hapa's brewing company,460 lincoln ave # 90,San Jose,CA,95126.0
657,hardwood bar and smokery,680 8th st ste 170,San Francisco,CA,94103.0
658,hare in the forest,9311 gibson lane,Potter Valley,CA,95469.0
659,harmonic brewing,1050 26th st,San Francisco,CA,94107.0
660,headlands brewing company,1195 evans ave,San Francisco,CA,94124.0
661,helia brewing company,1250 keystone way,Vista,CA,92081.0
662,helix brewing co,8101 commercial st,La Mesa,CA,91942.0
663,"helm's brewing company, llc",5640 kearny mesa rd ste c,San Diego,CA,92111.0
664,henhouse brewing,322 bellevue ave # 2,Santa Rosa,CA,95407.0
665,henhouse brewing company palace of barrels,1333 n mcdowell blvd ste a,Petaluma,CA,94954.0
666,heretic brewing company,1052 horizon dr ste b,Fairfield,CA,94533.0
668,heroes restaurant and brewery,3397 mission inn ave,Riverside,CA,92501.0
670,highland park brewery,5125 york blvd,Los Angeles,CA,90042.0
672,highpoint brewing company,402 arrow hwy #12,San Dimas,CA,91773.0
673,highway 1 brewing company,5720 cabrillo hwy,Pescadero,CA,94060.0
674,hillcrest brewing company,1458 university ave,San Diego,CA,92103.0
675,hillenbrand farmhaus brewery,5100 virginiatown rd,Newcastle,CA,95658.0
676,hodad's brewing company,9726 aero dr ste b,San Diego,CA,92123.0
678,hoi polloi brewing - taproom,1763 alcatraz ave,Berkeley,CA,94703.0
679,hollister brewing co,6980 market place dr,Goleta,CA,93117.0
680,holy craft brewing co,787 broadway st,San Francisco,CA,94133.0
681,homage brewing,281 s thomas st ste 101,Pomona,CA,91766.0
682,home brewing co.,2911 el cajon blvd # 2,San Diego,CA,92104.0
683,hooby's brewing,9 e main st ste j,Winters,CA,95694.0
684,hop creek pub,3253 browns valley rd,Napa,CA,94558.0
685,hop dogma brewing company,270 capistrano rd #22,Half Moon Bay,CA,94019.0
687,hop oast pub & brewery,2887 bryant st,San Francisco,CA,94110.0
688,hop secret brewing co,162 w pomona ave,Monrovia,CA,91016.0
689,hoparazzi brewing co,2910 e la palma ave ste d,Anaheim,CA,92806.0
690,hoppy brewing co,2425 24th st,Sacramento,CA,95819.0
691,hopsaint brewing company,5160 w 190th st,Torrance,CA,90503.0
692,horus aged ales,4040 calle platino ste 120,Oceanside,CA,92056.0
693,house beer,219 rose ave,Venice,CA,90291.0
694,house of pendragon brewing co,1849 industrial way ste 103,Sanger,CA,93657.0
695,humble farmer brewing co.,116 s imperial ave ste c,Imperial,CA,92251.0
696,"humble farmer brewing co., inc.",438 walnut ave,Holtville,CA,92250.0
697,humble sea brewing co,820 swift st,Santa Cruz,CA,95060.0
698,humboldt regeneration,2320 central ave ste f,McKinleyville,CA,95519.0
699,huntington beach beer co,201 main st ste e,Huntington Beach,CA,92648.0
700,hwy 50 brewery,3544 carson road ste 20,Camino,CA,95709.0
701,i & i brewing,5135 edison ave ste 1,Chino,CA,91710.0
702,idol beer works,100 s sacramento st,Lodi,CA,95240.0
703,idyllwild brewpub,54423 village center dr,Idyllwild,CA,92549.0
704,imperial western beer company,"800 n. alameda st, #fh101 imperial western beer co",Los Angeles,CA,90012.0
705,inc 82 brewing,7370 san ramon rd,Dublin,CA,94568.0
706,independent brewing co,444 harrison st,Oakland,CA,94607.0
707,indian joe brewing,2123 industrial ct,Vista,CA,92081.0
708,indian valley brewing,1016 railroad ave,Novato,CA,94945.0
709,indian wells brewing co,2565 state highway 14,Inyokern,CA,93527.0
710,indie brewing company,2301 e 7th st ste c100 ste c100,Los Angeles,CA,90023.0
711,inland empire brewing co,1710 palmyrita ave ste 11,Riverside,CA,92507.0
712,inland wharf brewing company,26440 jefferson ave ste a,Murrieta,CA,92562.0
713,innovation brew works,3650 w temple ave bldg 220a,Pomona,CA,91768.0
714,institution ale company,3841 mission oaks blvd,Camarillo,CA,93012.0
715,iron fist brewing co,1305 hot springs way ste 101,Vista,CA,92081.0
716,iron springs pub & brewery,765 center blvd,Fairfax,CA,94930.0
717,iron triangle brewing company,1581 industrial st,Los Angeles,CA,90021.0
718,ironfire brewing company,42095 zevo dr unit 1,Temecula,CA,92590.0
719,island brewing co,5049 6th st,Carpinteria,CA,93013.0
720,jack russell farm ales,2380 larsen dr,Camino,CA,95709.0
721,jacked up brewery,800 w grand ave ste b ste 201,Escondido,CA,92025.0
722,jackrabbit brewing co,1323 terminal st,West Sacramento,CA,95691.0
723,jack's brewing co,39176 argonaut way,Fremont,CA,94538.0
724,jamul brewing co. - production only,3113 calle allejandro,Jamul,CA,91935.0
726,johnny's calistoga / mud city brews,1457 lincoln ave,Calistoga,CA,94515.0
727,jp dasbrew,44356 s grimmer blvd,Fremont,CA,94538.0
728,jt schmids restaurant & brewery,2610 e katella ave,Anaheim,CA,92806.0
729,julian beer co,2315 main st,Julian,CA,92065.0
730,junction brewery & grill,110 w american canyon rd,American Canyon,CA,94503.0
731,june lake brewing,131 s crawford ave,June Lake,CA,93529.0
732,jupiter,2181 shattuck ave,Berkeley,CA,94704.0
733,kairoa brewing company,4601 park blvd,San Diego,CA,92116.0
734,karl strauss brewing co,40868 winchester rd,Temecula,CA,92591.0
736,karl strauss brewing co  - sorrento mesa,9675 scranton rd,San Diego,CA,92121.0
737,karl strauss brewing co - 4s ranch,10448 reserve dr,San Diego,CA,92127.0
738,karl strauss brewing co - anaheim,2390 e orangewood ave ste 100,Anaheim,CA,92806.0
739,karl strauss brewing co - carlsbad,5801 armada dr,Carlsbad,CA,92008.0
740,karl strauss brewing co - costa mesa,901 s coast dr ste a,Costa Mesa,CA,92626.0
741,karl strauss brewing co - downtown,1157 columbia st,San Diego,CA,92101.0
742,karl strauss brewing co - downtown los angeles,600 wilshire blvd ste 100,Los Angeles,CA,90017.0
743,karl strauss brewing co - la jolla,1044 wall st,La Jolla,CA,92037.0
744,karl strauss brewing co - universal citywalk,1000 universal studios blvd,Universal City,CA,91608.0
745,kathrin's biergarten,4810 granite dr ste 1a,Rocklin,CA,95677.0
746,kaweah brewing co.,1054 e walnut ave,Tulare,CA,93274.0
747,kelly brewing company,70 e 4th st,Morgan Hill,CA,95037.0
