,Brewery,Address,City,State,ZIP Code
5687,Brewery in Planning - Cincinnati,,Cincinnati,OH,45244
5688,Brewery in Planning - Cuyahoga Falls,,Cuyahoga Falls,OH,44221
5689,Brewery in Planning - Lockland,,Lockland,OH,45215
5690,Brewery in Planning - Newark,,Newark,OH,43055
5691,Brewery In Planning - Pensacola,,Hilliard,OH,43026
5692,"Brewery in Planning - Stow, OH",,Stow,OH,44224
5715,Crooked Pecker Brewing,,Newbury,OH,44065
5719,Dead Low Brewing,,Cincinnati,OH,45230
5745,Flag Pole Brewing,,Kent,OH,44240
5753,Gongoozlers Brewery,,New Bremen,OH,45869
5771,Henmick Farm & Brewery,,Delaware,OH,43015
5786,Immigrant Son Brewery,,LAKEWOOD,OH,44107
5795,Kindred Brewing,,Columbus,OH,43214
5802,Levitate,,Mount Victory,OH,43340
5813,Loose Ends Brewing Company,,Dayton,OH,45458
5836,Moeller Brew Barn,,Troy,OH,45373
5839,Montgomery Public House,,Montgomery,OH,45242
5844,Muffleheads brewery,,Wakeman,OH,44889
5860,Ohio Brewing Co,,Columbus,OH,43201
5866,On The Fly Brewing Company,,Sunbury,OH,43074
5873,Pedestrian Brewing,,Lakewood,OH,44107
5875,Permission Brewing Company,,Columbus,OH,43004
5892,Rebel Mettle Brewing LLC,,Cincinnati,OH,45245
5895,Rhinegeist Brewery,,Cincinnati,OH,45225
5896,Ridge Runner Brewing LLC,,Wauseon,OH,43567
5920,Spires Social Brewing Co.,,Westerville,OH,43082
5944,Third Eye Brewery,,Cincinnati,OH,45246
5964,Wetstone Beer Co.,,Columbus,OH,43214
5969,Willoughby Brewing Production Facility,,Cleveland,OH,44102
5975,Zaftig Brewing Co,,Columbus,OH,43201
5984,Beer Is Good Brewing Company,,Norman,OK,73069
5988,Bricktown Brewery,,Oklahoma City,OK,73109
5999,Expedinture Brewery,,Okarche,OK,73762
6001,Frenzy Brewing Company,,Edmond,OK,73003
6003,Harbinger Beer Company LLC,,Caddo,OK,74729
6006,Kochendorfer Craft Brewing Company,,Marlow,OK,73055
6014,Red Dirt Brewing Co,,Oklahoma City,OK,73120
6018,Scissortail Brewing Co.,,Dewey,OK,74029
6019,Skydance Brewing Company,,Oklahoma City,OK,
6030,1188 Brewing Co,141 E Main St,John Day,OR,97845
6042,Assembly Brewing,,Portland,OR,97206
6060,Bevel Craft Brewing,,BEND,OR,97702
6071,Boss Rambler Beer Club,,Bend,OR,97703
6077,Brewery 26,,Portland,OR,97218
6078,Brewery In Planning - Bend,,Bend,OR,97702
6079,Brewery in Planning - Eugene,,Eugene,OR,97401
6080,"Brewery in Planning - Florence, OR",,Florence,OR,97439
6081,Brewery in Planning - Phoenix,,Oregon City,OR,97045
6082,"Brewery in Planning - Roseburg, OR",,Roseburg,OR,97470
6107,Covered Bridge Brewing Group,,Cottage Grove,OR,97424
6113,"DAMARKOM, INC.",,Seaside,OR,97138
6123,Dirt Road Brewing,,Corvallis,OR,97330
6175,Leikam Brewing,,Portland,OR,
6180,Long Brewing LLC,,Newberg,OR,97132
6181,Long Timber Brewing Co,,Monroe,OR,97456
6222,Mystic Roots Brewing,,Terrebonne,OR,97760
6255,Ratchet Brewery - Silverton,,Silverton,OR,97381
6276,Shade Tree Brewing,,Bend,OR,97702
6288,Splintercat Brewing,,Tenmile,OR,97481
6296,Super Brewing Company LLC,,Wood Village,OR,97060
6328,Wizards of Williams Hops Garden and Craft Brewery,,Williams,OR,97544
6335,Zoiglhaus Brewing Company,5716 SE 92nd Ave,Portland,OR,97266
6343,Acclamation Brewing,,Oakmont,PA,15139
6344,"Acrospire Brewing, LLC",,Glenshaw,PA,15116
6349,Ambler Beer Company,,Ambler,PA,19002
6357,Aries Craft Brewing Company,,Pottstown,PA,19465
6358,Artifact Brewing,,Hatboro,PA,19040
6361,Attic Brewing,,Philadelphia,PA,19144
6364,Balmaghie Beverage Company,,Slippery Rock,PA,16057
6369,Be Here Brewing Company,,Avondale,PA,19311
6375,Big Rail Brewing,,Grove City,PA,16127
6379,Black Wolf Brewing LLC,,Pocono Pines,PA,18350
6382,Blue Stripe Brewing,,Boalsburg,PA,16827
6398,"Brewery in Planning - Bryn Mawr, PA",,Bryn Mawr,PA,19010
6399,"Brewery in Planning - GIBSONIA, PA",,GIBSONIA,PA,15044
6400,Brewery in Planning - Philadelphia,,Philadelphia,PA,19148
6401,"Brewery in Planning - State College, PA",,State College,PA,16801
6402,Brewery in Planning - WEXFORD,,Wexford,PA,15090
6409,Bullfrog Brewery - Production Only,229 W 4th St,Williamsport,PA,17701
6421,Cinderlands Beer Co,,Pittsburgh,PA,15222
6433,Copper Kettle Brewing Co,,Pittsburgh,PA,15207
6448,Daugherty Brewing Company,,Erie,PA,16510
6453,Dock Street Brewing Co,,Philadelphia,PA,19146
6466,Erie Brewing Company Brewpub,,Erie,PA,16505
6469,Fegley's Brew Works,812 Hamilton St,Allentown,PA,18101
6477,Fourscore Beer Co / Tommy's Pizza Inc.,,Gettysburg,PA,17325
6488,Gravity Ales LLC,,Swarthmore,PA,19081
6490,Grist House Brewing,,Oakdale,PA,15071
6494,Hardwaters Brewing,,Cambridge Springs,PA,16403
6498,Helltown Brewing,5578 Old William Penn Hwy,Export,PA,15632
6499,Hemauer Brewing Company,,Dillsburg,PA,17019
6510,Hopping Eagle Brewing Company,,Hawley,PA,18428
6515,Invisible Man Brewing,,Greensburg,PA,15601
6534,Kensington Barrel Project,,Philadelphia,PA,19134
6542,Lebanon Valley Craft Brewery,,Lebanon,PA,17046
6545,Lincoln Avenue Brewery,,Pittsburgh,PA,15202
6546,Lindgren Craft Brewery,,Duncannon,PA,17020
6548,"Lion Brewery Inc, The",700 N Pennsylvania Ave,Wilkes Barre,PA,18705
6550,Liquid Noise Brewing Co.,,Marysville,PA,17053
6554,Lost In the Wilds Brewing,,Shippenville,PA,16254
6571,Mechanistic Brewing,,Clarion,PA,16214
6585,National Beer Museum Development Group,,Pittsburgh,PA,15212
6589,Newtown Brewing Company,,Newtown,PA,18940
6601,Perkiomen Valley Brewery,,Telford,PA,18969
6605,Pig Island Brewery,,Bradford,PA,16701
6612,Punch Buggy Brewing Company,,Philadelphia,PA,19122
6623,Robin Hood Brewing Co,,Bellefonte,PA,16823
6626,Rogan Brewing Company,,Duquesne,PA,15110
6627,R-OH House,,ALLISON PARK,PA,15101
6633,Roundback Brewery LLC,,Danville,PA,17821
